UniProt Name,UniProt Accession,UniProt gene,Ensembl Gene,CD,CSPA category,main functional class,Surfy,Surfy Score,surfy_class,uniprot_status,uniprot_current_accession,uniprot_current_entry_name,uniprot_primary_gene,gene_symbol_changed,foldable,class_conflict
STIM1_HUMAN,Q13586,STIM1,ENSG00000167323,,1,Unclassified,surface,0.7732,surface,active_reviewed,Q13586,STIM1_HUMAN,STIM1,no,yes,no
STIM2_HUMAN,Q9P246,STIM2,ENSG00000109689,,NA,Unclassified,,0.5469,unclassified,active_reviewed,Q9P246,STIM2_HUMAN,STIM2,no,yes,no
STING_HUMAN,Q86WV6,TMEM173,ENSG00000184584,,NA,Unclassified,nonsurface,0.1038,non_surface,active_reviewed,Q86WV6,STING_HUMAN,STING1,yes,yes,no
STK40_HUMAN,Q8N2I9,STK40,ENSG00000196182,,NA,,nonsurface,0.0462,non_surface,active_reviewed,Q8N2I9,STK40_HUMAN,STK40,no,yes,no
STML1_HUMAN,Q9UBI4,STOML1,ENSG00000067221,,NA,Unclassified,nonsurface,0.1697,non_surface,active_reviewed,Q9UBI4,STML1_HUMAN,STOML1,no,yes,no
STML2_HUMAN,Q9UJZ1,STOML2,ENSG00000165283,,NA,,,0.481,unclassified,active_reviewed,Q9UJZ1,STML2_HUMAN,STOML2,no,yes,no
STML3_HUMAN,Q8TAV4,STOML3,ENSG00000133115,,NA,Unclassified,nonsurface,0.1936,non_surface,active_reviewed,Q8TAV4,STML3_HUMAN,STOML3,no,yes,no
STMN2_HUMAN,Q93045,STMN2,ENSG00000104435,,NA,,,0.4291,unclassified,active_reviewed,Q93045,STMN2_HUMAN,STMN2,no,yes,no
STMN3_HUMAN,Q9NZ72,STMN3,ENSG00000197457,,NA,,,0.4092,unclassified,active_reviewed,Q9NZ72,STMN3_HUMAN,STMN3,no,yes,no
STMN4_HUMAN,Q9H169,STMN4,ENSG00000015592,,NA,,,0.4591,unclassified,active_reviewed,Q9H169,STMN4_HUMAN,STMN4,no,yes,no
STOM_HUMAN,P27105,STOM,ENSG00000148175,,NA,Unclassified,,0.0499,unclassified,active_reviewed,P27105,STOM_HUMAN,STOM,no,yes,no
STON2_HUMAN,Q8WXE9,STON2,ENSG00000140022,,NA,Unclassified,nonsurface,0.1437,non_surface,active_reviewed,Q8WXE9,STON2_HUMAN,STON2,no,yes,no
STOX1_HUMAN,Q6ZVD7,STOX1,ENSG00000165730,,NA,,,0.5489,unclassified,active_reviewed,Q6ZVD7,STOX1_HUMAN,STOX1,no,yes,no
STRA6_HUMAN,Q9BX79,STRA6,ENSG00000137868,,NA,Unclassified,,0.5629,unclassified,active_reviewed,Q9BX79,STRA6_HUMAN,STRA6,no,yes,no
STRCL_HUMAN,A6NGW2,STRCP1,,,NA,,,0.6906,unclassified,active_reviewed,A6NGW2,STRCL_HUMAN,STRCP1,no,yes,no
STRC_HUMAN,Q7RTU9,STRC,ENSG00000242866,,NA,,,0.6906,unclassified,active_reviewed,Q7RTU9,STRC_HUMAN,STRC,no,yes,no
STRN4_HUMAN,Q9NRL3,STRN4,ENSG00000090372,,NA,,,0.3713,unclassified,active_reviewed,Q9NRL3,STRN4_HUMAN,STRN4,no,yes,no
STS_HUMAN,P08842,STS,ENSG00000101846,,1,Enzymes,surface,0.7066,surface,active_reviewed,P08842,STS_HUMAN,STS,no,yes,no
STT3A_HUMAN,P46977,STT3A,ENSG00000134910,,2,Enzymes,,0.4591,unclassified,active_reviewed,P46977,STT3A_HUMAN,STT3A,no,yes,no
STT3B_HUMAN,Q8TCJ2,STT3B,ENSG00000163527,,2,Enzymes,surface,0.7505,surface,active_reviewed,Q8TCJ2,STT3B_HUMAN,STT3B,no,yes,no
STUM_HUMAN,Q69YW2,C1orf95,ENSG00000203685,,NA,Unclassified,nonsurface,0.3313,non_surface,active_reviewed,Q69YW2,STUM_HUMAN,STUM,yes,yes,no
STX10_HUMAN,O60499,STX10,ENSG00000104915,,NA,Transporters,nonsurface,0.0499,non_surface,active_reviewed,O60499,STX10_HUMAN,STX10,no,yes,no
STX12_HUMAN,Q86Y82,STX12,ENSG00000117758,,NA,Transporters,nonsurface,0.0679,non_surface,active_reviewed,Q86Y82,STX12_HUMAN,STX12,no,yes,no
STX16_HUMAN,O14662,STX16,ENSG00000124222,,NA,Transporters,nonsurface,0.0575,non_surface,active_reviewed,O14662,STX16_HUMAN,STX16,no,yes,no
STX17_HUMAN,P56962,STX17,ENSG00000136874,,NA,Transporters,nonsurface,0.0459,non_surface,active_reviewed,P56962,STX17_HUMAN,STX17,no,yes,no
STX18_HUMAN,Q9P2W9,STX18,ENSG00000168818,,NA,Unclassified,nonsurface,0.0947,non_surface,active_reviewed,Q9P2W9,STX18_HUMAN,STX18,no,yes,no
STX1A_HUMAN,Q16623,STX1A,ENSG00000106089,,NA,Transporters,nonsurface,0.0719,non_surface,active_reviewed,Q16623,STX1A_HUMAN,STX1A,no,yes,no
STX1B_HUMAN,P61266,STX1B,ENSG00000099365,,NA,Transporters,nonsurface,0.1238,non_surface,active_reviewed,P61266,STX1B_HUMAN,STX1B,no,yes,no
STX2_HUMAN,P32856,STX2,ENSG00000111450,,NA,Transporters,nonsurface,0.1098,non_surface,active_reviewed,P32856,STX2_HUMAN,STX2,no,yes,no
STX3_HUMAN,Q13277,STX3,ENSG00000166900,,NA,Transporters,nonsurface,0.1317,non_surface,active_reviewed,Q13277,STX3_HUMAN,STX3,no,yes,no
STX4_HUMAN,Q12846,STX4,ENSG00000103496,,NA,Transporters,nonsurface,0.0978,non_surface,active_reviewed,Q12846,STX4_HUMAN,STX4,no,yes,no
STX5_HUMAN,Q13190,STX5,ENSG00000162236,,NA,Transporters,nonsurface,0.1075,non_surface,active_reviewed,Q13190,STX5_HUMAN,STX5,no,yes,no
STX6_HUMAN,O43752,STX6,ENSG00000135823,,NA,Transporters,nonsurface,0.0399,non_surface,active_reviewed,O43752,STX6_HUMAN,STX6,no,yes,no
STX7_HUMAN,O15400,STX7,ENSG00000079950,,NA,Transporters,nonsurface,0.1111,non_surface,active_reviewed,O15400,STX7_HUMAN,STX7,no,yes,no
STX8_HUMAN,Q9UNK0,STX8,ENSG00000170310,,NA,Transporters,nonsurface,0.1238,non_surface,active_reviewed,Q9UNK0,STX8_HUMAN,STX8,no,yes,no
STYK1_HUMAN,Q6J9G0,STYK1,ENSG00000060140,,NA,Enzymes,nonsurface,0.1218,non_surface,active_reviewed,Q6J9G0,STYK1_HUMAN,STYK1,no,yes,no
SUCA_HUMAN,P53597,SUCLG1,ENSG00000163541,,NA,,,0.4571,unclassified,active_reviewed,P53597,SUCA_HUMAN,SUCLG1,no,yes,no
SUCO_HUMAN,Q9UBS9,SUCO,ENSG00000094975,,1,Unclassified,surface,0.8164,surface,active_reviewed,Q9UBS9,SUCO_HUMAN,SUCO,no,yes,no
SUCR1_HUMAN,Q9BXA5,SUCNR1,ENSG00000198829,,1,Receptors,surface,0.7688,surface,active_reviewed,Q9BXA5,SUCR1_HUMAN,SUCNR1,no,yes,no
SUIS_HUMAN,P14410,SI,ENSG00000090402,,NA,Enzymes,,0.4371,unclassified,active_reviewed,P14410,SUIS_HUMAN,SI,no,yes,no
SULF1_HUMAN,Q8IWU6,SULF1,ENSG00000137573,,2,,,0.7246,unclassified,active_reviewed,Q8IWU6,SULF1_HUMAN,SULF1,no,yes,no
SULF2_HUMAN,Q8IWU5,SULF2,ENSG00000196562,,2,,,0.7126,unclassified,active_reviewed,Q8IWU5,SULF2_HUMAN,SULF2,no,yes,no
SUMF1_HUMAN,Q8NBK3,SUMF1,ENSG00000144455,,2,,,0.4431,unclassified,active_reviewed,Q8NBK3,SUMF1_HUMAN,SUMF1,no,yes,no
SUMF2_HUMAN,Q8NBJ7,SUMF2,ENSG00000129103,,NA,,,0.4551,unclassified,active_reviewed,Q8NBJ7,SUMF2_HUMAN,SUMF2,no,yes,no
SUN1_HUMAN,O94901,SUN1,ENSG00000164828,,2,Unclassified,nonsurface,0.0858,non_surface,active_reviewed,O94901,SUN1_HUMAN,SUN1,no,yes,no
SUN2_HUMAN,Q9UH99,SUN2,ENSG00000100242,,2,Unclassified,nonsurface,0.1836,non_surface,active_reviewed,Q9UH99,SUN2_HUMAN,SUN2,no,yes,no
SUN3_HUMAN,Q8TAQ9,SUN3,ENSG00000164744,,NA,Unclassified,nonsurface,0.2275,non_surface,active_reviewed,Q8TAQ9,SUN3_HUMAN,SUN3,no,yes,no
SUN5_HUMAN,Q8TC36,SUN5,ENSG00000167098,,NA,,nonsurface,0.1776,non_surface,active_reviewed,Q8TC36,SUN5_HUMAN,SUN5,no,yes,no
SUOX_HUMAN,P51687,SUOX,ENSG00000139531,,NA,,,0.493,unclassified,active_reviewed,P51687,SUOX_HUMAN,SUOX,no,yes,no
SUPYN_HUMAN,M5A8F1,ERVH48-1,,,NA,Unclassified,,0.3373,unclassified,active_reviewed,M5A8F1,SUPYN_HUMAN,ERVH48-1,no,yes,no
SURF1_HUMAN,Q15526,SURF1,ENSG00000148290,,NA,Unclassified,nonsurface,0.2432,non_surface,active_reviewed,Q15526,SURF1_HUMAN,SURF1,no,yes,no
SURF4_HUMAN,O15260,SURF4,ENSG00000148248,,NA,Unclassified,nonsurface,0.2919,non_surface,active_reviewed,O15260,SURF4_HUMAN,SURF4,no,yes,no
SUSD1_HUMAN,Q6UWL2,SUSD1,ENSG00000106868,,1,Unclassified,surface,0.7365,surface,active_reviewed,Q6UWL2,SUSD1_HUMAN,SUSD1,no,yes,no
SUSD2_HUMAN,Q9UGT4,SUSD2,ENSG00000099994,,1,Unclassified,surface,0.8187,surface,active_reviewed,Q9UGT4,SUSD2_HUMAN,SUSD2,no,yes,no
SUSD3_HUMAN,Q96L08,SUSD3,ENSG00000157303,,NA,Unclassified,surface,0.6267,surface,active_reviewed,Q96L08,SUSD3_HUMAN,SUSD3,no,yes,no
SUSD4_HUMAN,Q5VX71,SUSD4,ENSG00000143502,,NA,Unclassified,surface,0.6727,surface,active_reviewed,Q5VX71,SUSD4_HUMAN,SUSD4,no,yes,no
SUSD5_HUMAN,O60279,SUSD5,ENSG00000173705,,1,Unclassified,surface,0.8244,surface,active_reviewed,O60279,SUSD5_HUMAN,SUSD5,no,yes,no
SV2A_HUMAN,Q7L0J3,SV2A,ENSG00000159164,,1,Transporters,surface,0.8703,surface,active_reviewed,Q7L0J3,SV2A_HUMAN,SV2A,no,yes,no
SV2B_HUMAN,Q7L1I2,SV2B,ENSG00000185518,,NA,Transporters,surface,0.7924,surface,active_reviewed,Q7L1I2,SV2B_HUMAN,SV2B,no,yes,no
SV2C_HUMAN,Q496J9,SV2C,ENSG00000122012,,NA,Transporters,surface,0.8683,surface,active_reviewed,Q496J9,SV2C_HUMAN,SV2C,no,yes,no
SVEP1_HUMAN,Q4LDE5,SVEP1,ENSG00000165124,,NA,,,0.8044,unclassified,active_reviewed,Q4LDE5,SVEP1_HUMAN,SVEP1,no,yes,no
SVOPL_HUMAN,Q8N434,SVOPL,ENSG00000157703,,NA,Transporters,surface,0.8363,surface,active_reviewed,Q8N434,SVOPL_HUMAN,SVOPL,no,yes,no
SVOP_HUMAN,Q8N4V2,SVOP,ENSG00000166111,,NA,Transporters,,0.497,unclassified,active_reviewed,Q8N4V2,SVOP_HUMAN,SVOP,no,yes,no
SWAHA_HUMAN,Q2M3V2,SOWAHA,ENSG00000198944,,NA,,,0.2615,unclassified,active_reviewed,Q2M3V2,SWAHA_HUMAN,SOWAHA,no,yes,no
SWAP1_HUMAN,Q6NVH7,SWSAP1,ENSG00000173928,,NA,,,0.3832,unclassified,active_reviewed,Q6NVH7,SWAP1_HUMAN,SWSAP1,no,yes,no
SWET1_HUMAN,Q9BRV3,SLC50A1,ENSG00000169241,,NA,Unclassified,nonsurface,0.2894,non_surface,active_reviewed,Q9BRV3,SWET1_HUMAN,SLC50A1,no,yes,no
SY14L_HUMAN,Q58G82,SYT14L,,,NA,Miscellaneous,nonsurface,0.2236,non_surface,active_reviewed,Q58G82,SY14L_HUMAN,SYT14P1,yes,yes,no
SYAP1_HUMAN,Q96A49,SYAP1,ENSG00000169895,,NA,,,0.2794,unclassified,active_reviewed,Q96A49,SYAP1_HUMAN,SYAP1,no,yes,no
SYBU_HUMAN,Q9NX95,SYBU,ENSG00000147642,,NA,Unclassified,nonsurface,0.1154,non_surface,active_reviewed,Q9NX95,SYBU_HUMAN,SYBU,no,yes,no
SYCN_HUMAN,Q0VAF6,SYCN,ENSG00000179751,,NA,,,0.4092,unclassified,active_reviewed,Q0VAF6,SYCN_HUMAN,SYCN,no,yes,no
SYCY1_HUMAN,Q9UQF0,ERVW-1,ENSG00000242950,,NA,Miscellaneous,surface,0.9182,surface,active_reviewed,Q9UQF0,SYCY1_HUMAN,ERVW-1,no,yes,no
SYCY2_HUMAN,P60508,ERVFRD-1,ENSG00000244476,,NA,Miscellaneous,surface,0.8403,surface,active_reviewed,P60508,SYCY2_HUMAN,ERVFRD-1,no,yes,no
SYG_HUMAN,P41250,GARS,ENSG00000106105,,NA,,,0.4351,unclassified,active_reviewed,P41250,GARS_HUMAN,GARS1,yes,yes,no
SYHM_HUMAN,P49590,HARS2,ENSG00000112855,,NA,,,0.3273,unclassified,active_reviewed,P49590,SYHM_HUMAN,HARS2,no,yes,no
SYJ2B_HUMAN,P57105,SYNJ2BP,ENSG00000213463,,NA,Unclassified,nonsurface,0.0778,non_surface,active_reviewed,P57105,SYJ2B_HUMAN,SYNJ2BP,no,yes,no
SYN1L_HUMAN,A6NDD5,SYNDIG1L,ENSG00000183379,,NA,Unclassified,,0.4711,unclassified,active_reviewed,A6NDD5,SYN1L_HUMAN,SYNDIG1L,no,yes,no
SYNE1_HUMAN,Q8NF91,SYNE1,ENSG00000131018,,NA,Unclassified,nonsurface,0.2036,non_surface,active_reviewed,Q8NF91,SYNE1_HUMAN,SYNE1,no,yes,no
SYNE2_HUMAN,Q8WXH0,SYNE2,ENSG00000054654,,NA,Unclassified,nonsurface,0.1936,non_surface,active_reviewed,Q8WXH0,SYNE2_HUMAN,SYNE2,no,yes,no
SYNE3_HUMAN,Q6ZMZ3,SYNE3,ENSG00000176438,,NA,Unclassified,nonsurface,0.255,non_surface,active_reviewed,Q6ZMZ3,SYNE3_HUMAN,SYNE3,no,yes,no
SYNE4_HUMAN,Q8N205,SYNE4,ENSG00000181392,,NA,Unclassified,nonsurface,0.1842,non_surface,active_reviewed,Q8N205,SYNE4_HUMAN,SYNE4,no,yes,no
SYNG1_HUMAN,Q9H7V2,SYNDIG1,ENSG00000101463,,NA,Unclassified,nonsurface,0.1118,non_surface,active_reviewed,Q9H7V2,SYNG1_HUMAN,SYNDIG1,no,yes,no
SYNJ2_HUMAN,O15056,SYNJ2,ENSG00000078269,,NA,Enzymes,nonsurface,0.0918,non_surface,active_reviewed,O15056,SYNJ2_HUMAN,SYNJ2,no,yes,no
SYNPR_HUMAN,Q8TBG9,SYNPR,ENSG00000163630,,NA,Miscellaneous,surface,0.6587,surface,active_reviewed,Q8TBG9,SYNPR_HUMAN,SYNPR,no,yes,no
SYPH_HUMAN,P08247,SYP,ENSG00000102003,,NA,Miscellaneous,surface,0.5968,surface,active_reviewed,P08247,SYPH_HUMAN,SYP,no,yes,no
SYPL1_HUMAN,Q16563,SYPL1,ENSG00000008282,,2,Miscellaneous,surface,0.7804,surface,active_reviewed,Q16563,SYPL1_HUMAN,SYPL1,no,yes,no
SYPL2_HUMAN,Q5VXT5,SYPL2,ENSG00000143028,,NA,Miscellaneous,,0.4471,unclassified,active_reviewed,Q5VXT5,SYPL2_HUMAN,SYPL2,no,yes,no
SYS1_HUMAN,Q8N2H4,SYS1,ENSG00000204070,,NA,Unclassified,nonsurface,0.2412,non_surface,active_reviewed,Q8N2H4,SYS1_HUMAN,SYS1,no,yes,no
SYT10_HUMAN,Q6XYQ8,SYT10,ENSG00000110975,,NA,Miscellaneous,nonsurface,0.3114,non_surface,active_reviewed,Q6XYQ8,SYT10_HUMAN,SYT10,no,yes,no
SYT11_HUMAN,Q9BT88,SYT11,ENSG00000132718,,NA,Miscellaneous,nonsurface,0.1377,non_surface,active_reviewed,Q9BT88,SYT11_HUMAN,SYT11,no,yes,no
SYT12_HUMAN,Q8IV01,SYT12,ENSG00000173227,,NA,Miscellaneous,nonsurface,0.0719,non_surface,active_reviewed,Q8IV01,SYT12_HUMAN,SYT12,no,yes,no
SYT13_HUMAN,Q7L8C5,SYT13,ENSG00000019505,,NA,Miscellaneous,nonsurface,0.0419,non_surface,active_reviewed,Q7L8C5,SYT13_HUMAN,SYT13,no,yes,no
SYT14_HUMAN,Q8NB59,SYT14,ENSG00000143469,,NA,Miscellaneous,nonsurface,0.2315,non_surface,active_reviewed,Q8NB59,SYT14_HUMAN,SYT14,no,yes,no
SYT15_HUMAN,Q9BQS2,SYT15,ENSG00000204176;ENSG00000277758,,NA,Miscellaneous,nonsurface,0.0519,non_surface,active_reviewed,Q9BQS2,SYT15_HUMAN,SYT15,no,yes,no
SYT16_HUMAN,Q17RD7,SYT16,ENSG00000139973,,NA,,nonsurface,0.1756,non_surface,active_reviewed,Q17RD7,SYT16_HUMAN,SYT16,no,yes,no
SYT1_HUMAN,P21579,SYT1,ENSG00000067715,,NA,Miscellaneous,nonsurface,0.3313,non_surface,active_reviewed,P21579,SYT1_HUMAN,SYT1,no,yes,no
SYT2_HUMAN,Q8N9I0,SYT2,ENSG00000143858,,NA,Miscellaneous,nonsurface,0.3573,non_surface,active_reviewed,Q8N9I0,SYT2_HUMAN,SYT2,no,yes,no
SYT3_HUMAN,Q9BQG1,SYT3,ENSG00000213023,,NA,Miscellaneous,nonsurface,0.3114,non_surface,active_reviewed,Q9BQG1,SYT3_HUMAN,SYT3,no,yes,no
SYT4_HUMAN,Q9H2B2,SYT4,ENSG00000132872,,NA,Miscellaneous,nonsurface,0.0998,non_surface,active_reviewed,Q9H2B2,SYT4_HUMAN,SYT4,no,yes,no
SYT5_HUMAN,O00445,SYT5,ENSG00000129990,,NA,Miscellaneous,nonsurface,0.0578,non_surface,active_reviewed,O00445,SYT5_HUMAN,SYT5,no,yes,no
SYT6_HUMAN,Q5T7P8,SYT6,ENSG00000134207,,NA,Miscellaneous,nonsurface,0.2774,non_surface,active_reviewed,Q5T7P8,SYT6_HUMAN,SYT6,no,yes,no
SYT7_HUMAN,O43581,SYT7,ENSG00000011347,,NA,Miscellaneous,nonsurface,0.1018,non_surface,active_reviewed,O43581,SYT7_HUMAN,SYT7,no,yes,no
SYT8_HUMAN,Q8NBV8,SYT8,ENSG00000149043,,NA,Miscellaneous,nonsurface,0.1657,non_surface,active_reviewed,Q8NBV8,SYT8_HUMAN,SYT8,no,yes,no
SYT9_HUMAN,Q86SS6,SYT9,ENSG00000170743,,NA,Miscellaneous,nonsurface,0.2016,non_surface,active_reviewed,Q86SS6,SYT9_HUMAN,SYT9,no,yes,no
SYVN1_HUMAN,Q86TM6,SYVN1,ENSG00000162298,,NA,Unclassified,nonsurface,0.5487,non_surface,active_reviewed,Q86TM6,SYVN1_HUMAN,SYVN1,no,yes,no
T106A_HUMAN,Q96A25,TMEM106A,ENSG00000184988,,NA,Unclassified,surface,0.6168,surface,active_reviewed,Q96A25,T106A_HUMAN,TMEM106A,no,yes,no
T106B_HUMAN,Q9NUM4,TMEM106B,ENSG00000106460,,2,Unclassified,surface,0.5868,surface,active_reviewed,Q9NUM4,T106B_HUMAN,TMEM106B,no,yes,no
T106C_HUMAN,Q9BVX2,TMEM106C,ENSG00000134291,,2,Unclassified,,0.4391,unclassified,active_reviewed,Q9BVX2,T106C_HUMAN,TMEM106C,no,yes,no
T120A_HUMAN,Q9BXJ8,TMEM120A,ENSG00000189077,,NA,Unclassified,nonsurface,0.3014,non_surface,active_reviewed,Q9BXJ8,TACAN_HUMAN,TMEM120A,no,yes,no
T120B_HUMAN,A0PK00,TMEM120B,ENSG00000188735,,NA,Unclassified,nonsurface,0.1178,non_surface,active_reviewed,A0PK00,T120B_HUMAN,TMEM120B,no,yes,no
T126A_HUMAN,Q9H061,TMEM126A,ENSG00000171202,,NA,Unclassified,nonsurface,0.2774,non_surface,active_reviewed,Q9H061,T126A_HUMAN,TMEM126A,no,yes,no
T126B_HUMAN,Q8IUX1,TMEM126B,ENSG00000171204,,NA,Unclassified,nonsurface,0.2395,non_surface,active_reviewed,Q8IUX1,T126B_HUMAN,TMEM126B,no,yes,no
T131L_HUMAN,A2VDJ0,KIAA0922,ENSG00000121210,,1,,surface,0.7784,surface,active_reviewed,A2VDJ0,T131L_HUMAN,TMEM131L,yes,yes,no
T132A_HUMAN,Q24JP5,TMEM132A,ENSG00000006118,,1,Miscellaneous,surface,0.7725,surface,active_reviewed,Q24JP5,T132A_HUMAN,TMEM132A,no,yes,no
T132B_HUMAN,Q14DG7,TMEM132B,ENSG00000139364,,2,Miscellaneous,surface,0.6228,surface,active_reviewed,Q14DG7,T132B_HUMAN,TMEM132B,no,yes,no
T132C_HUMAN,Q8N3T6,TMEM132C,ENSG00000181234,,NA,Miscellaneous,surface,0.9301,surface,active_reviewed,Q8N3T6,T132C_HUMAN,TMEM132C,no,yes,no
T132D_HUMAN,Q14C87,TMEM132D,ENSG00000151952,,NA,Miscellaneous,surface,0.9461,surface,active_reviewed,Q14C87,T132D_HUMAN,TMEM132D,no,yes,no
T132E_HUMAN,Q6IEE7,TMEM132E,ENSG00000181291,,1,Miscellaneous,surface,0.8463,surface,active_reviewed,Q6IEE7,T132E_HUMAN,TMEM132E,no,yes,no
T150A_HUMAN,Q86TG1,TMEM150A,ENSG00000168890,,NA,Unclassified,surface,0.8503,surface,active_reviewed,Q86TG1,T150A_HUMAN,TMEM150A,no,yes,no
T150B_HUMAN,A6NC51,TMEM150B,ENSG00000180061,,NA,Unclassified,surface,0.7265,surface,active_reviewed,A6NC51,T150B_HUMAN,TMEM150B,no,yes,no
T150C_HUMAN,B9EJG8,TMEM150C,ENSG00000249242,,NA,Unclassified,,0.4711,unclassified,active_reviewed,B9EJG8,T150C_HUMAN,TMEM150C,no,yes,no
T151A_HUMAN,Q8N4L1,TMEM151A,ENSG00000179292,,NA,Unclassified,nonsurface,0.1317,non_surface,active_reviewed,Q8N4L1,T151A_HUMAN,TMEM151A,no,yes,no
T151B_HUMAN,Q8IW70,TMEM151B,ENSG00000178233,,NA,Unclassified,nonsurface,0.3134,non_surface,active_reviewed,Q8IW70,T151B_HUMAN,TMEM151B,no,yes,no
T161A_HUMAN,Q9NX61,TMEM161A,ENSG00000064545,,NA,Unclassified,surface,0.5848,surface,active_reviewed,Q9NX61,T161A_HUMAN,TMEM161A,no,yes,no
T161B_HUMAN,Q8NDZ6,TMEM161B,ENSG00000164180,,NA,Unclassified,nonsurface,0.3912,non_surface,active_reviewed,Q8NDZ6,T161B_HUMAN,TMEM161B,no,yes,no
T170A_HUMAN,Q8WVE7,TMEM170A,ENSG00000166822,,NA,Unclassified,,0.483,unclassified,active_reviewed,Q8WVE7,T170A_HUMAN,TMEM170A,no,yes,no
T170B_HUMAN,Q5T4T1,TMEM170B,ENSG00000205269,,NA,Unclassified,nonsurface,0.3573,non_surface,active_reviewed,Q5T4T1,T170B_HUMAN,TMEM170B,no,yes,no
T176A_HUMAN,Q96HP8,TMEM176A,ENSG00000002933,,NA,Unclassified,,0.4232,unclassified,active_reviewed,Q96HP8,T176A_HUMAN,TMEM176A,no,yes,no
T176B_HUMAN,Q3YBM2,TMEM176B,ENSG00000106565,,NA,Unclassified,nonsurface,0.4389,non_surface,active_reviewed,Q3YBM2,T176B_HUMAN,TMEM176B,no,yes,no
T178A_HUMAN,Q8NBL3,TMEM178A,ENSG00000152154,,NA,Unclassified,surface,0.7485,surface,active_reviewed,Q8NBL3,T178A_HUMAN,TMEM178A,no,yes,no
T178B_HUMAN,H3BS89,TMEM178B,ENSG00000261115,,NA,,surface,0.7006,surface,active_reviewed,H3BS89,T178B_HUMAN,TMEM178B,no,yes,no
T179A_HUMAN,Q6ZVK1,TMEM179,ENSG00000258986;ENSG00000276342,,NA,Unclassified,,0.485,unclassified,active_reviewed,Q6ZVK1,T179A_HUMAN,TMEM179,no,yes,no
T179B_HUMAN,Q7Z7N9,TMEM179B,ENSG00000185475,,2,Unclassified,surface,0.7405,surface,active_reviewed,Q7Z7N9,T179B_HUMAN,TMEM179B,no,yes,no
T183A_HUMAN,Q8IXX5,TMEM183A,ENSG00000163444,,NA,Unclassified,nonsurface,0.1836,non_surface,active_reviewed,Q8IXX5,T183A_HUMAN,TMEM183A,no,yes,no
T183B_HUMAN,Q1AE95,TMEM183B,,,NA,Unclassified,nonsurface,0.1776,non_surface,active_reviewed,Q1AE95,T183B_HUMAN,TMEM183BP,yes,yes,no
T184A_HUMAN,Q6ZMB5,TMEM184A,ENSG00000164855,,NA,Unclassified,surface,0.6826,surface,active_reviewed,Q6ZMB5,T184A_HUMAN,TMEM184A,no,yes,no
T184B_HUMAN,Q9Y519,TMEM184B,ENSG00000198792,,NA,Unclassified,,0.4232,unclassified,active_reviewed,Q9Y519,T184B_HUMAN,TMEM184B,no,yes,no
T184C_HUMAN,Q9NVA4,TMEM184C,ENSG00000164168,,NA,Unclassified,,0.5269,unclassified,active_reviewed,Q9NVA4,T184C_HUMAN,TMEM184C,no,yes,no
T185A_HUMAN,Q8NFB2,TMEM185A,ENSG00000269556,,NA,Unclassified,,0.4451,unclassified,active_reviewed,Q8NFB2,T185A_HUMAN,TMEM185A,no,yes,no
T185B_HUMAN,Q9H7F4,TMEM185B,ENSG00000226479,,NA,Unclassified,,0.4072,unclassified,active_reviewed,Q9H7F4,T185B_HUMAN,TMEM185B,no,yes,no
T191A_HUMAN,Q9H0A3,TMEM191A,,,NA,Unclassified,nonsurface,0.3094,non_surface,active_reviewed,Q9H0A3,T191A_HUMAN,TMEM191A,no,yes,no
T191C_HUMAN,A6NGB0,TMEM191C,,,NA,Unclassified,nonsurface,0.2156,non_surface,active_reviewed,A6NGB0,T191C_HUMAN,TMEM191C,no,yes,no
T194A_HUMAN,O14524,TMEM194A,ENSG00000166881,,2,Unclassified,surface,0.6068,surface,active_reviewed,O14524,NEMP1_HUMAN,NEMP1,yes,yes,no
T194B_HUMAN,A6NFY4,TMEM194B,ENSG00000189362,,NA,Unclassified,nonsurface,0.1118,non_surface,active_reviewed,A6NFY4,NEMP2_HUMAN,NEMP2,yes,yes,no
T200A_HUMAN,Q86VY9,TMEM200A,ENSG00000164484,,NA,Unclassified,nonsurface,0.3373,non_surface,active_reviewed,Q86VY9,T200A_HUMAN,TMEM200A,no,yes,no
T200B_HUMAN,Q69YZ2,TMEM200B,ENSG00000253304,,2,Unclassified,nonsurface,0.2974,non_surface,active_reviewed,Q69YZ2,T200B_HUMAN,TMEM200B,no,yes,no
T200C_HUMAN,A6NKL6,TMEM200C,ENSG00000206432,,2,Unclassified,,0.4411,unclassified,active_reviewed,A6NKL6,T200C_HUMAN,TMEM200C,no,yes,no
T229A_HUMAN,B2RXF0,TMEM229A,ENSG00000234224,,NA,Unclassified,nonsurface,0.3293,non_surface,active_reviewed,B2RXF0,T229A_HUMAN,TMEM229A,no,yes,no
T229B_HUMAN,Q8NBD8,TMEM229B,ENSG00000198133,,NA,Unclassified,nonsurface,0.3094,non_surface,active_reviewed,Q8NBD8,T229B_HUMAN,TMEM229B,no,yes,no
T22D2_HUMAN,O75157,TSC22D2,ENSG00000196428,,NA,,,0.4212,unclassified,active_reviewed,O75157,T22D2_HUMAN,TSC22D2,no,yes,no
T255A_HUMAN,Q5JRV8,TMEM255A,ENSG00000125355,,NA,Unclassified,surface,0.7824,surface,active_reviewed,Q5JRV8,T255A_HUMAN,TMEM255A,no,yes,no
