census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_start,span_end,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,guards,parsed_under
Q9UIB8,surface,active,SLAF5_HUMAN,false,,2026-08-06,2000-05-01,204,204,22,225,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96DU3,surface,active,SLAF6_HUMAN,false,,2026-08-06,2008-07-22,205,205,22,226,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NQ25,surface,active,SLAF7_HUMAN,false,,2026-08-06,2000-10-01,204,204,23,226,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9P0V8,surface,active,SLAF8_HUMAN,false,,2026-08-06,2000-10-01,211,211,23,233,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96A28,surface,active,SLAF9_HUMAN,false,,2026-08-06,2010-11-02,218,218,19,236,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q07837,surface,active,SLC31_HUMAN,false,,2026-08-06,2005-05-10,577,577,109,685,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96PX8,surface,active,SLIK1_HUMAN,false,,2026-08-06,2004-03-29,605,605,18,622,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H156,surface,active,SLIK2_HUMAN,false,,2026-08-06,2001-03-01,600,600,22,621,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O94933,surface,active,SLIK3_HUMAN,false,,2026-08-06,2008-11-25,626,626,29,654,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8IW52,surface,active,SLIK4_HUMAN,false,,2026-08-06,2003-03-01,600,600,19,618,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O94991,surface,active,SLIK5_HUMAN,false,,2026-08-06,2004-04-13,624,624,41,664,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H5Y7,surface,active,SLIK6_HUMAN,false,,2026-08-06,2005-02-15,582,582,27,608,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q99835,surface,active,SMO_HUMAN,false,,2026-08-06,1997-05-01,202,202,28,229,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BZZ2,surface,active,SN_HUMAN,false,,2026-08-06,2001-10-18,1622,1622,20,1641,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P46721,surface,active,SO1A2_HUMAN,false,,2026-08-06,1995-11-01,108,108,406,513,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y6L6,surface,active,SO1B1_HUMAN,false,,2026-08-06,2000-12-01,112,112,426,537,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NPD5,surface,active,SO1B3_HUMAN,false,,2026-08-06,2000-10-01,112,112,426,537,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
G3V0H7,surface,active,SO1B7_HUMAN,false,,2026-08-06,2011-11-16,109,109,384,492,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYB5,surface,active,SO1C1_HUMAN,false,,2026-08-06,2000-10-01,112,112,443,554,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q92959,surface,active,SO2A1_HUMAN,false,,2026-08-06,2008-12-16,103,103,416,518,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O94956,surface,active,SO2B1_HUMAN,false,,2026-08-06,2024-01-24,104,104,461,564,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UIG8,surface,active,SO3A1_HUMAN,false,,2026-08-06,2010-05-18,101,101,439,539,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96BD0,surface,active,SO4A1_HUMAN,false,,2026-08-06,2003-01-10,109,109,472,580,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6ZQN7,surface,active,SO4C1_HUMAN,false,,2026-08-06,2004-07-05,109,109,472,580,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H2Y9,surface,active,SO5A1_HUMAN,false,,2026-08-06,2010-05-18,130,130,522,651,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86UG4,surface,active,SO6A1_HUMAN,false,,2026-08-06,2007-10-23,109,109,473,581,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q3KNW5,surface,active,SOAT_HUMAN,false,,2026-08-06,2007-11-13,29,29,1,29,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WY21,surface,active,SORC1_HUMAN,false,,2026-08-06,2005-05-24,,1066,34,1099,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96PQ0,surface,active,SORC2_HUMAN,false,,2026-08-06,2010-05-18,1028,1028,51,1078,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UPU3,surface,active,SORC3_HUMAN,false,,2026-08-06,2002-03-01,,991,135,1125,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q92673,surface,active,SORL_HUMAN,false,,2026-08-06,2010-05-18,,2056,82,2137,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q99523,surface,active,SORT_HUMAN,false,,2026-08-06,2005-12-20,678,678,78,755,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43291,surface,active,SPIT2_HUMAN,false,,2026-08-06,2001-02-21,170,170,28,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8IVW8,surface,active,SPNS2_HUMAN,false,,2026-08-06,2005-08-30,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6ZMD2,surface,active,SPNS3_HUMAN,false,,2026-08-06,2010-05-18,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TCT8,surface,active,SPP2A_HUMAN,false,,2026-08-06,2002-11-08,,147,26,172,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TCT7,surface,active,SPP2B_HUMAN,false,,2026-08-06,2006-05-16,,149,26,174,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8IUH8,surface,active,SPP2C_HUMAN,false,,2026-08-06,2009-11-24,,165,22,186,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5BIV9,surface,active,SPRN_HUMAN,false,,2026-08-06,2005-04-12,,101,25,125,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TED4,surface,active,SPX2_HUMAN,false,,2026-08-06,2007-10-23,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NCC5,surface,active,SPX3_HUMAN,false,,2026-08-06,2007-11-13,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q4G0T1,surface,active,SRCRM_HUMAN,false,,2026-08-06,2010-10-05,887,887,20,906,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96GP6,surface,active,SREC2_HUMAN,false,,2026-08-06,2019-01-16,398,398,44,441,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14162,surface,active,SREC_HUMAN,false,,2026-08-06,2010-11-02,402,402,20,421,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14714,surface,active,SSPN_HUMAN,false,,2026-08-06,2000-10-01,50,50,144,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P30872,surface,active,SSR1_HUMAN,false,,2026-08-06,1993-07-01,56,56,1,56,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P30874,surface,active,SSR2_HUMAN,false,,2026-08-06,1993-07-01,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P32745,surface,active,SSR3_HUMAN,false,,2026-08-06,1993-10-01,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P31391,surface,active,SSR4_HUMAN,false,,2026-08-06,2008-09-23,46,46,1,46,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P35346,surface,active,SSR5_HUMAN,false,,2026-08-06,2000-12-01,38,38,1,38,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P43307,surface,active,SSRA_HUMAN,false,,2026-08-06,2002-08-13,,189,19,207,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NY15,surface,active,STAB1_HUMAN,false,,2026-08-06,2010-05-18,2453,2453,26,2478,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WWQ8,surface,active,STAB2_HUMAN,false,,2026-08-06,2007-04-17,2439,2439,20,2458,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q687X5,surface,active,STEA4_HUMAN,false,,2026-08-06,2004-10-11,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13586,surface,active,STIM1_HUMAN,false,,2026-08-06,2008-10-14,191,191,23,213,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P08842,surface,active,STS_HUMAN,false,,2026-08-06,1990-04-01,,349,235,583,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TCJ2,surface,active,STT3B_HUMAN,false,,2026-08-06,2002-06-01,,274,553,826,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UBS9,surface,active,SUCO_HUMAN,false,,2026-08-06,2000-05-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BXA5,surface,active,SUCR1_HUMAN,false,,2026-08-06,2009-09-22,30,30,252,281,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UWL2,surface,active,SUSD1_HUMAN,false,,2026-08-06,2004-07-05,692,692,30,721,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UGT4,surface,active,SUSD2_HUMAN,false,,2026-08-06,2000-05-01,758,758,28,785,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96L08,surface,active,SUSD3_HUMAN,false,,2026-08-06,2001-12-01,103,103,1,103,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5VX71,surface,active,SUSD4_HUMAN,false,,2026-08-06,2004-12-07,278,278,42,319,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60279,surface,active,SUSD5_HUMAN,false,,2026-08-06,2008-04-08,539,539,36,574,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7L0J3,surface,active,SV2A_HUMAN,false,,2026-08-06,2004-07-05,130,130,469,598,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7L1I2,surface,active,SV2B_HUMAN,false,,2026-08-06,2004-07-05,124,124,412,535,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q496J9,surface,active,SV2C_HUMAN,false,,2026-08-06,2005-09-13,120,120,459,578,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N434,surface,active,SVOPL_HUMAN,false,,2026-08-06,2007-07-10,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UQF0,surface,active,SYCY1_HUMAN,false,,2026-08-06,2000-05-01,423,423,21,443,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P60508,surface,active,SYCY2_HUMAN,false,,2026-08-06,2004-03-01,463,463,16,478,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TBG9,surface,active,SYNPR_HUMAN,false,,2026-08-06,2002-06-01,,56,26,81,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P08247,surface,active,SYPH_HUMAN,false,,2026-08-06,1991-08-01,,57,50,106,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q16563,surface,active,SYPL1_HUMAN,false,,2026-08-06,1996-11-01,,62,55,116,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96A25,surface,active,T106A_HUMAN,false,,2026-08-06,2001-12-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NUM4,surface,active,T106B_HUMAN,false,,2026-08-06,2006-06-27,,157,118,274,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A2VDJ0,surface,active,T131L_HUMAN,false,,2026-08-06,2008-04-08,829,829,41,869,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q24JP5,surface,active,T132A_HUMAN,false,,2026-08-06,2006-04-18,817,817,36,852,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14DG7,surface,active,T132B_HUMAN,false,,2026-08-06,2007-04-17,903,903,1,903,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N3T6,surface,active,T132C_HUMAN,false,,2026-08-06,2010-02-09,895,895,28,922,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14C87,surface,active,T132D_HUMAN,false,,2026-08-06,2006-08-22,885,885,31,915,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IEE7,surface,active,T132E_HUMAN,false,,2026-08-06,2019-04-10,868,868,26,893,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86TG1,surface,active,T150A_HUMAN,false,,2026-08-06,2003-06-01,52,52,24,75,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NC51,surface,active,T150B_HUMAN,false,,2026-08-06,2007-07-24,23,23,29,51,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NX61,surface,active,T161A_HUMAN,false,,2026-08-06,2000-10-01,70,70,29,98,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NBL3,surface,active,T178A_HUMAN,false,,2026-08-06,2002-10-01,154,154,26,179,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
H3BS89,surface,active,T178B_HUMAN,false,,2026-08-06,2012-04-18,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7Z7N9,surface,active,T179B_HUMAN,false,,2026-08-06,2003-10-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6ZMB5,surface,active,T184A_HUMAN,false,,2026-08-06,2004-07-05,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14524,surface,active,T194A_HUMAN,false,,2026-08-06,2004-11-23,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5JRV8,surface,active,T255A_HUMAN,false,,2026-08-06,2005-02-15,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WV15,surface,active,T255B_HUMAN,false,,2026-08-06,2002-03-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYW0,surface,active,T2R10_HUMAN,false,,2026-08-06,2010-11-02,37,37,64,100,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYV8,surface,active,T2R14_HUMAN,false,,2026-08-06,2000-10-01,34,34,151,184,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYV7,surface,active,T2R16_HUMAN,false,,2026-08-06,2000-10-01,36,36,147,182,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P59542,surface,active,T2R19_HUMAN,false,,2026-08-06,2003-04-11,33,33,149,181,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P59543,surface,active,T2R20_HUMAN,false,,2026-08-06,2004-11-23,32,32,147,178,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P59541,surface,active,T2R30_HUMAN,false,,2026-08-06,2014-04-16,31,31,148,178,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P59533,surface,active,T2R38_HUMAN,false,,2026-08-06,2005-06-21,27,27,164,190,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P59534,surface,active,T2R39_HUMAN,false,,2026-08-06,2004-11-23,30,30,1,30,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P59540,surface,active,T2R46_HUMAN,false,,2026-08-06,2004-11-23,31,31,148,178,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96CE8,surface,active,T4S18_HUMAN,false,,2026-08-06,2001-12-01,43,43,115,157,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P30408,surface,active,T4S1_HUMAN,false,,2026-08-06,1993-04-01,47,47,115,161,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q53R12,surface,active,T4S20_HUMAN,false,,2026-08-06,2005-05-24,,23,207,229,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P48230,surface,active,T4S4_HUMAN,false,,2026-08-06,1996-02-01,44,44,115,158,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14894,surface,active,T4S5_HUMAN,false,,2026-08-06,2005-06-21,46,46,112,157,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYW7,surface,active,TA2R1_HUMAN,false,,2026-08-06,2000-10-01,33,33,146,178,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYW6,surface,active,TA2R3_HUMAN,false,,2026-08-06,2006-09-05,37,37,150,186,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYW5,surface,active,TA2R4_HUMAN,false,,2026-08-06,2000-10-01,20,20,153,172,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYW3,surface,active,TA2R7_HUMAN,false,,2026-08-06,2000-10-01,38,38,150,187,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYW2,surface,active,TA2R8_HUMAN,false,,2026-08-06,2000-10-01,32,32,153,184,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYW1,surface,active,TA2R9_HUMAN,false,,2026-08-06,2000-10-01,34,34,147,180,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P21731,surface,active,TA2R_HUMAN,false,,2026-08-06,2009-05-05,29,29,1,29,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96RJ0,surface,active,TAAR1_HUMAN,false,,2026-08-06,2001-12-01,27,27,162,188,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9P1P5,surface,active,TAAR2_HUMAN,false,,2026-08-06,2005-11-22,48,48,1,48,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14804,surface,active,TAAR5_HUMAN,false,,2026-08-06,2005-11-22,34,34,1,34,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96RI8,surface,active,TAAR6_HUMAN,false,,2026-08-06,2001-12-01,34,34,169,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q969N4,surface,active,TAAR8_HUMAN,false,,2026-08-06,2001-12-01,31,31,1,31,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96RI9,surface,active,TAAR9_HUMAN,false,,2026-08-06,2001-12-01,33,33,1,33,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P09758,surface,active,TACD2_HUMAN,false,,2026-08-06,2007-11-13,248,248,27,274,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P40200,surface,active,TACT_HUMAN,false,,2026-08-06,2007-12-04,498,498,22,519,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
B6A8C7,surface,active,TARM1_HUMAN,false,,2026-08-06,2023-06-28,220,220,17,236,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P13385,surface,active,TDGF1_HUMAN,false,,2026-08-06,1990-01-01,,119,31,149,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96GX1,surface,active,TECT2_HUMAN,false,,2026-08-06,2001-12-01,643,643,26,668,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6NUS6,surface,active,TECT3_HUMAN,false,,2026-08-06,2006-04-04,559,559,23,581,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75443,surface,active,TECTA_HUMAN,false,,2026-08-06,2010-11-30,,2068,23,2090,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96PL2,surface,active,TECTB_HUMAN,false,,2026-08-06,2001-12-01,,287,18,304,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8IYR6,surface,active,TEFF1_HUMAN,false,,2026-08-06,2003-03-01,291,291,40,330,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UIK5,surface,active,TEFF2_HUMAN,false,,2026-08-06,2000-05-01,280,280,41,320,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UKZ4,surface,active,TEN1_HUMAN,false,,2026-08-06,2006-10-31,2380,2380,346,2725,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NT68,surface,active,TEN2_HUMAN,false,,2026-08-06,2010-03-02,2374,2374,401,2774,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9P273,surface,active,TEN3_HUMAN,false,,2026-08-06,2006-10-31,2368,2368,332,2699,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6N022,surface,active,TEN4_HUMAN,false,,2026-08-06,2006-10-31,2403,2403,367,2769,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y6M0,surface,active,TEST_HUMAN,false,,2026-08-06,1999-11-01,,246,42,287,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P10646,surface,active,TFPI1_HUMAN,false,,2026-08-06,1989-07-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P13726,surface,active,TF_HUMAN,false,,2026-08-06,1990-01-01,219,219,33,251,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q03167,surface,active,TGBR3_HUMAN,false,,2026-08-06,2010-11-02,767,767,21,787,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P01135,surface,active,TGFA_HUMAN,false,,2026-08-06,1986-07-21,75,75,24,98,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P36897,surface,active,TGFR1_HUMAN,false,,2026-08-06,1994-06-01,93,93,34,126,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P37173,surface,active,TGFR2_HUMAN,false,,2026-08-06,2006-10-17,144,144,23,166,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43493,surface,active,TGON2_HUMAN,false,,2026-08-06,2019-09-18,360,360,22,381,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UPZ6,surface,active,THS7A_HUMAN,false,,2026-08-06,2010-05-18,1560,1560,48,1607,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9C0I4,surface,active,THS7B_HUMAN,false,,2026-08-06,2019-11-13,1524,1524,32,1555,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NS62,surface,active,THSD1_HUMAN,false,,2026-08-06,2000-10-01,389,389,25,413,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P04216,surface,active,THY1_HUMAN,false,,2026-08-06,2002-05-02,,110,20,129,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P35590,surface,active,TIE1_HUMAN,false,,2026-08-06,1994-06-01,738,738,22,759,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q02763,surface,active,TIE2_HUMAN,false,,2026-08-06,2008-12-16,726,726,23,748,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q495A1,surface,active,TIGIT_HUMAN,false,,2026-08-06,2005-09-13,120,120,22,141,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86V40,surface,active,TIKI1_HUMAN,false,,2026-08-06,2010-03-23,,458,22,479,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NFA1,surface,active,TIKI2_HUMAN,false,,2026-08-06,2008-09-02,,466,20,485,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96H15,surface,active,TIMD4_HUMAN,false,,2026-08-06,2010-05-18,290,290,25,314,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TB96,surface,active,TIP_HUMAN,false,,2026-08-06,2002-06-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BXR5,surface,active,TLR10_HUMAN,false,,2026-08-06,2006-10-17,557,557,20,576,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15399,surface,active,TLR1_HUMAN,false,,2026-08-06,2007-05-01,556,556,25,580,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60603,surface,active,TLR2_HUMAN,false,,2026-08-06,1998-08-01,568,568,21,588,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
