census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,parsed_under
Q6UXP3,non_surface,active,TM14E_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N614,non_surface,active,TM156_HUMAN,false,,2026-08-06,2007-04-17,186,186,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NX00,non_surface,active,TM160_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TC26,non_surface,active,TM163_HUMAN,false,,2026-08-06,2002-06-01,17,17,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5U3C3,non_surface,active,TM164_HUMAN,false,,2026-08-06,2004-12-07,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HC07,non_surface,active,TM165_HUMAN,false,,2026-08-06,2001-03-01,,56,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96HH4,non_surface,active,TM169_HUMAN,false,,2026-08-06,2001-12-01,159,159,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WUU8,non_surface,active,TM174_HUMAN,false,,2026-08-06,2002-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BSA9,non_surface,active,TM175_HUMAN,false,,2026-08-06,2001-06-01,,27,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q53S58,non_surface,active,TM177_HUMAN,false,,2026-08-06,2005-05-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96B77,non_surface,active,TM186_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q14656,non_surface,active,TM187_HUMAN,false,,2026-08-06,1997-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A5PLL7,non_surface,active,TM189_HUMAN,false,,2026-08-06,2010-11-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IY95,non_surface,active,TM192_HUMAN,false,,2026-08-06,2003-03-01,,26,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5HYL7,non_surface,active,TM196_HUMAN,false,,2026-08-06,2008-02-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q66K66,non_surface,active,TM198_HUMAN,false,,2026-08-06,2004-10-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N511,non_surface,active,TM199_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5SNT2,non_surface,active,TM201_HUMAN,false,,2026-08-06,2004-12-21,,63,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q969S6,non_surface,active,TM203_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6UW68,non_surface,active,TM205_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BTX3,non_surface,active,TM208_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96SK2,non_surface,active,TM209_HUMAN,false,,2026-08-06,2008-04-29,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NLX4,non_surface,active,TM210_HUMAN,false,,2026-08-06,2007-07-24,16,16,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NML5,non_surface,active,TM212_HUMAN,false,,2026-08-06,2008-01-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6NUQ4,non_surface,active,TM214_HUMAN,false,,2026-08-06,2008-02-26,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q68D42,non_surface,active,TM215_HUMAN,false,,2026-08-06,2004-10-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P0N5,non_surface,active,TM216_HUMAN,false,,2026-08-06,2012-03-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A2RU14,non_surface,active,TM218_HUMAN,false,,2026-08-06,2007-03-06,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6QAJ8,non_surface,active,TM220_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NGB7,non_surface,active,TM221_HUMAN,false,,2026-08-06,2012-10-31,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H0R3,non_surface,active,TM222_HUMAN,false,,2026-08-06,2006-08-22,55,55,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A0PJW6,non_surface,active,TM223_HUMAN,false,,2026-08-06,2007-01-09,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96A57,non_surface,active,TM230_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
C9JQI7,non_surface,active,TM232_HUMAN,false,,2026-08-06,2010-06-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
B4DJY2,non_surface,active,TM233_HUMAN,false,,2026-08-06,2008-09-23,4,4,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
C9JI98,non_surface,active,TM238_HUMAN,false,,2026-08-06,2009-11-03,12,12,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WW34,non_surface,active,TM239_HUMAN,false,,2026-08-06,2014-02-19,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q24JQ0,non_surface,active,TM241_HUMAN,false,,2026-08-06,2006-04-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NWH2,non_surface,active,TM242_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BU79,non_surface,active,TM243_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5VVB8,non_surface,active,TM244_HUMAN,false,,2026-08-06,2004-12-07,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BRR3,non_surface,active,TM246_HUMAN,false,,2026-08-06,2001-06-01,,216,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NEH6,non_surface,active,TM247_HUMAN,false,,2026-08-06,2008-04-08,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NWD8,non_surface,active,TM248_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q2WGJ8,non_surface,active,TM249_HUMAN,false,,2026-08-06,2006-01-10,11,11,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N6I4,non_surface,active,TM251_HUMAN,false,,2026-08-06,2009-01-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N6L7,non_surface,active,TM252_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TBM7,non_surface,active,TM254_HUMAN,false,,2026-08-06,2002-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N2U0,non_surface,active,TM256_HUMAN,false,,2026-08-06,2002-10-01,34,34,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O96002,non_surface,active,TM257_HUMAN,false,,2026-08-06,1999-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P61165,non_surface,active,TM258_HUMAN,false,,2026-08-06,2004-05-10,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96GE9,non_surface,active,TM261_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
E9PQX1,non_surface,active,TM262_HUMAN,false,,2026-08-06,2011-04-05,13,13,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H6F2,non_surface,active,TM38A_HUMAN,false,,2026-08-06,2001-03-01,,18,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NVV0,non_surface,active,TM38B_HUMAN,false,,2026-08-06,2000-10-01,,19,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9GZU3,non_surface,active,TM39B_HUMAN,false,,2026-08-06,2001-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5BJD5,non_surface,active,TM41B_HUMAN,false,,2026-08-06,2005-04-12,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96B21,non_surface,active,TM45B_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95807,non_surface,active,TM50A_HUMAN,false,,2026-08-06,1999-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P56557,non_surface,active,TM50B_HUMAN,false,,2026-08-06,2000-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N4L2,non_surface,active,TM55A_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q86T03,non_surface,active,TM55B_HUMAN,false,,2026-08-06,2003-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UK28,non_surface,active,TM59L_HUMAN,false,,2026-08-06,2000-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BZW5,non_surface,active,TM6S1_HUMAN,false,,2026-08-06,2008-10-14,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BZW4,non_surface,active,TM6S2_HUMAN,false,,2026-08-06,2010-11-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NUR3,non_surface,active,TM74B_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N2M4,non_surface,active,TM86A_HUMAN,false,,2026-08-06,2002-10-01,11,11,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N661,non_surface,active,TM86B_HUMAN,false,,2026-08-06,2010-05-18,11,11,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NKF7,non_surface,active,TM88B_HUMAN,false,,2026-08-06,2007-07-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TDI8,non_surface,active,TMC1_HUMAN,false,,2026-08-06,2008-07-22,51,51,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7Z404,non_surface,active,TMC4_HUMAN,false,,2026-08-06,2010-05-18,168,168,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N6Q1,non_surface,active,TMC5A_HUMAN,false,,2026-08-06,2004-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A8MYB1,non_surface,active,TMC5B_HUMAN,false,,2026-08-06,2007-12-04,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7Z403,non_surface,active,TMC6_HUMAN,false,,2026-08-06,2005-12-06,,209,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IU68,non_surface,active,TMC8_HUMAN,false,,2026-08-06,2003-03-01,,65,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O94876,non_surface,active,TMCC1_HUMAN,false,,2026-08-06,2010-11-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75069,non_surface,active,TMCC2_HUMAN,false,,2026-08-06,2005-04-12,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9ULS5,non_surface,active,TMCC3_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UM00,non_surface,active,TMCO1_HUMAN,false,,2026-08-06,2019-04-10,,55,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7Z6W1,non_surface,active,TMCO2_HUMAN,false,,2026-08-06,2003-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5TGY1,non_surface,active,TMCO4_HUMAN,false,,2026-08-06,2004-12-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96DC7,non_surface,active,TMCO6_HUMAN,false,,2026-08-06,2007-10-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15363,non_surface,active,TMED2_HUMAN,false,,2026-08-06,1996-11-01,,148,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y3Q3,non_surface,active,TMED3_HUMAN,false,,2026-08-06,1999-11-01,,157,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7Z7H5,non_surface,active,TMED4_HUMAN,false,,2026-08-06,2003-10-01,,165,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y3A6,non_surface,active,TMED5_HUMAN,false,,2026-08-06,1999-11-01,,169,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WW62,non_surface,active,TMED6_HUMAN,false,,2026-08-06,2008-02-05,,179,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y2B1,non_surface,active,TMEM5_HUMAN,false,,2026-08-06,1999-11-01,413,413,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O14668,non_surface,active,TMG1_HUMAN,false,,2026-08-06,1998-01-01,63,63,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BZD7,non_surface,active,TMG3_HUMAN,false,,2026-08-06,2008-10-14,59,59,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NEW7,non_surface,active,TMIE_HUMAN,false,,2026-08-06,2008-11-04,30,30,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q86X19,non_surface,active,TMM17_HUMAN,false,,2026-08-06,2006-10-31,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96B42,non_surface,active,TMM18_HUMAN,false,,2026-08-06,2005-11-08,,25,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5JXX7,non_surface,active,TMM31_HUMAN,false,,2026-08-06,2005-02-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P57088,non_surface,active,TMM33_HUMAN,false,,2026-08-06,2002-09-19,,34,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q53FP2,non_surface,active,TMM35_HUMAN,false,,2026-08-06,2007-01-09,,35,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WWA1,non_surface,active,TMM40_HUMAN,false,,2026-08-06,2007-03-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q69YG0,non_surface,active,TMM42_HUMAN,false,,2026-08-06,2007-04-17,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BTV4,non_surface,active,TMM43_HUMAN,false,,2026-08-06,2001-06-01,,261,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q2T9K0,non_surface,active,TMM44_HUMAN,false,,2026-08-06,2012-02-22,29,29,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NW97,non_surface,active,TMM51_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6P2H8,non_surface,active,TMM53_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96MV1,non_surface,active,TMM56_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BXS4,non_surface,active,TMM59_HUMAN,false,,2026-08-06,2001-06-01,203,203,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N0U2,non_surface,active,TMM61_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6YI46,non_surface,active,TMM64_HUMAN,false,,2026-08-06,2007-05-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6PI78,non_surface,active,TMM65_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96MH6,non_surface,active,TMM68_HUMAN,false,,2026-08-06,2006-10-31,,178,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5SWH9,non_surface,active,TMM69_HUMAN,false,,2026-08-06,2004-12-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BUB7,non_surface,active,TMM70_HUMAN,false,,2026-08-06,2004-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6P5X7,non_surface,active,TMM71_HUMAN,false,,2026-08-06,2007-02-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A0PK05,non_surface,active,TMM72_HUMAN,false,,2026-08-06,2007-01-09,,24,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96NL1,non_surface,active,TMM74_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N9X5,non_surface,active,TMM75_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5T7P6,non_surface,active,TMM78_HUMAN,false,,2026-08-06,2004-12-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BSE2,non_surface,active,TMM79_HUMAN,false,,2026-08-06,2001-06-01,31,31,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96HE8,non_surface,active,TMM80_HUMAN,false,,2026-08-06,2024-01-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A0PJX8,non_surface,active,TMM82_HUMAN,false,,2026-08-06,2009-03-03,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96N35,non_surface,active,TMM83_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6PEY1,non_surface,active,TMM88_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A2RUT3,non_surface,active,TMM89_HUMAN,false,,2026-08-06,2007-03-06,39,39,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NI61,non_surface,active,TMM8C_HUMAN,false,,2026-08-06,2007-07-24,9,9,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZNR0,non_surface,active,TMM91_HUMAN,false,,2026-08-06,2004-07-05,97,97,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6UXU6,non_surface,active,TMM92_HUMAN,false,,2026-08-06,2004-07-05,31,31,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5BJF2,non_surface,active,TMM97_HUMAN,false,,2026-08-06,2005-04-12,,38,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y2Y6,non_surface,active,TMM98_HUMAN,false,,2026-08-06,1999-11-01,202,202,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZT21,non_surface,active,TMPPE_HUMAN,false,,2026-08-06,2008-02-26,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P57727,non_surface,active,TMPS3_HUMAN,false,,2026-08-06,2001-02-21,385,385,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NRS4,non_surface,active,TMPS4_HUMAN,false,,2026-08-06,2011-01-11,384,384,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N394,non_surface,active,TMTC2_HUMAN,false,,2026-08-06,2002-10-01,366,366,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZXV5,non_surface,active,TMTC3_HUMAN,false,,2026-08-06,2007-03-20,492,492,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5T4D3,non_surface,active,TMTC4_HUMAN,false,,2026-08-06,2007-03-20,280,280,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BVT8,non_surface,active,TMUB1_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q71RG4,non_surface,active,TMUB2_HUMAN,false,,2026-08-06,2006-07-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y320,non_surface,active,TMX2_HUMAN,false,,2026-08-06,1999-11-01,54,54,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75888,non_surface,active,TNF13_HUMAN,false,,2026-08-06,1998-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P01375,non_surface,active,TNFA_HUMAN,false,,2026-08-06,1986-07-21,177,177,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P41273,non_surface,active,TNFL9_HUMAN,false,,2026-08-06,1995-02-01,205,205,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9C0B7,non_surface,active,TNG6_HUMAN,false,,2026-08-06,2007-10-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H2S6,non_surface,active,TNMD_HUMAN,false,,2026-08-06,2001-03-01,267,267,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6UXN7,non_surface,active,TO20L_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5JTV8,non_surface,active,TOIP1_HUMAN,false,,2026-08-06,2006-03-21,,228,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15388,non_surface,active,TOM20_HUMAN,false,,2026-08-06,1996-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NS69,non_surface,active,TOM22_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N4H5,non_surface,active,TOM5_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O94826,non_surface,active,TOM70_HUMAN,false,,2026-08-06,1999-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
