census_accession,census_class,span_aa,span_rule,band,tier,tier_reason,dtype,chunk_size,fold_order,span_definition,guards
P30542,surface,26,vocabulary,local,local,,int8,64,2492,v2-ruled-vocabulary-2026-08-07,
P59551,non_surface,34,vocabulary,local,local,,int8,64,2493,v2-ruled-vocabulary-2026-08-07,
Q6NVV3,surface,67,vocabulary,local,local,,int8,64,2494,v2-ruled-vocabulary-2026-08-07,
O75477,non_surface,320,vocabulary,local,local,,int8,64,2495,v2-ruled-vocabulary-2026-08-07,
P33908,non_surface,591,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2496,v2-ruled-vocabulary-2026-08-07,
O14668,non_surface,63,vocabulary,local,local,,int8,64,2497,v2-ruled-vocabulary-2026-08-07,
P29965,surface,215,vocabulary,local,local,,int8,64,2498,v2-ruled-vocabulary-2026-08-07,
Q9UN67,surface,666,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2499,v2-ruled-vocabulary-2026-08-07,
Q8WW62,non_surface,179,vocabulary,local,local,,int8,64,2500,v2-ruled-vocabulary-2026-08-07,
Q86SF2,non_surface,628,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2501,v2-ruled-vocabulary-2026-08-07,
Q9UHW9,surface,117,vocabulary,local,local,,int8,64,2502,v2-ruled-vocabulary-2026-08-07,
P08962,surface,101,vocabulary,local,local,,int8,64,2503,v2-ruled-vocabulary-2026-08-07,
O15127,non_surface,23,vocabulary,local,local,,int8,64,2504,v2-ruled-vocabulary-2026-08-07,
Q9H313,surface,129,vocabulary,local,local,,int8,64,2505,v2-ruled-vocabulary-2026-08-07,
Q6UWR7,surface,396,gpi_rule_A,local,local,,int8,64,2506,v2-ruled-vocabulary-2026-08-07,
Q96R30,surface,37,vocabulary,local,local,,int8,64,2507,v2-ruled-vocabulary-2026-08-07,
Q8NHB7,surface,36,vocabulary,local,local,,int8,64,2508,v2-ruled-vocabulary-2026-08-07,
Q5QGZ9,surface,201,vocabulary,local,local,,int8,64,2509,v2-ruled-vocabulary-2026-08-07,
Q9H2E6,surface,631,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2510,v2-ruled-vocabulary-2026-08-07,
Q13705,surface,119,vocabulary,local,local,,int8,64,2511,v2-ruled-vocabulary-2026-08-07,
Q8J025,surface,466,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2512,v2-ruled-vocabulary-2026-08-07,
Q96RD2,surface,36,vocabulary,local,local,,int8,64,2513,v2-ruled-vocabulary-2026-08-07,
Q9NY64,surface,27,vocabulary,local,local,,int8,64,2514,v2-ruled-vocabulary-2026-08-07,
Q7Z601,surface,152,vocabulary,local,local,,int8,64,2515,v2-ruled-vocabulary-2026-08-07,
P98161,surface,3051,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2516,v2-ruled-vocabulary-2026-08-07,
Q5T601,surface,564,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2517,v2-ruled-vocabulary-2026-08-07,
A2RUT3,non_surface,39,vocabulary,local,local,,int8,64,2518,v2-ruled-vocabulary-2026-08-07,
Q96A28,surface,218,vocabulary,local,local,,int8,64,2519,v2-ruled-vocabulary-2026-08-07,
P21854,non_surface,243,vocabulary,local,local,,int8,64,2520,v2-ruled-vocabulary-2026-08-07,
O43526,non_surface,13,vocabulary,local,local,,int8,64,2521,v2-ruled-vocabulary-2026-08-07,
Q12846,non_surface,1,vocabulary,local,local,,int8,64,2522,v2-ruled-vocabulary-2026-08-07,
Q0D2K0,surface,55,vocabulary,local,local,,int8,64,2523,v2-ruled-vocabulary-2026-08-07,
Q8NGS4,surface,37,vocabulary,local,local,,int8,64,2524,v2-ruled-vocabulary-2026-08-07,
Q9BZZ2,surface,1622,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2525,v2-ruled-vocabulary-2026-08-07,
O14975,non_surface,134,vocabulary,local,local,,int8,64,2526,v2-ruled-vocabulary-2026-08-07,
O75460,non_surface,425,vocabulary,local,local,,int8,64,2527,v2-ruled-vocabulary-2026-08-07,
Q9BZA8,surface,816,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2528,v2-ruled-vocabulary-2026-08-07,
Q9UN42,surface,226,vocabulary,local,local,,int8,64,2529,v2-ruled-vocabulary-2026-08-07,
P29017,surface,285,vocabulary,local,local,,int8,64,2530,v2-ruled-vocabulary-2026-08-07,
P48029,surface,71,vocabulary,local,local,,int8,64,2531,v2-ruled-vocabulary-2026-08-07,
Q14789,non_surface,3,vocabulary,local,local,,int8,64,2532,v2-ruled-vocabulary-2026-08-07,
Q9H9P2,surface,195,vocabulary,local,local,,int8,64,2533,v2-ruled-vocabulary-2026-08-07,
P26572,non_surface,416,vocabulary,local,local,,int8,64,2534,v2-ruled-vocabulary-2026-08-07,
Q8N8Q9,non_surface,21,vocabulary,local,local,,int8,64,2535,v2-ruled-vocabulary-2026-08-07,
P43004,surface,93,vocabulary,local,local,,int8,64,2536,v2-ruled-vocabulary-2026-08-07,
Q9P1W8,surface,332,vocabulary,local,local,,int8,64,2537,v2-ruled-vocabulary-2026-08-07,
P49281,surface,38,vocabulary,local,local,,int8,64,2538,v2-ruled-vocabulary-2026-08-07,
P08582,surface,689,gpi_rule_A,above_local,rental,over_local_ceiling,fp16,64,2539,v2-ruled-vocabulary-2026-08-07,
Q96R47,surface,37,vocabulary,local,local,,int8,64,2540,v2-ruled-vocabulary-2026-08-07,
Q9HB89,surface,65,vocabulary,local,local,,int8,64,2541,v2-ruled-vocabulary-2026-08-07,
Q5R3F8,surface,375,vocabulary,local,local,,int8,64,2542,v2-ruled-vocabulary-2026-08-07,
Q96RD6,surface,53,vocabulary,local,local,,int8,64,2543,v2-ruled-vocabulary-2026-08-07,
Q9HBJ8,surface,127,vocabulary,local,local,,int8,64,2544,v2-ruled-vocabulary-2026-08-07,
Q07075,surface,918,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2545,v2-ruled-vocabulary-2026-08-07,
Q86XK7,surface,211,vocabulary,local,local,,int8,64,2546,v2-ruled-vocabulary-2026-08-07,
Q6DD88,non_surface,1,vocabulary,local,local,,int8,64,2547,v2-ruled-vocabulary-2026-08-07,
Q8IW52,surface,600,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2548,v2-ruled-vocabulary-2026-08-07,
Q07001,surface,224,vocabulary,local,local,,int8,64,2549,v2-ruled-vocabulary-2026-08-07,
O60883,surface,109,vocabulary,local,local,,int8,64,2550,v2-ruled-vocabulary-2026-08-07,
Q8NGJ6,surface,36,vocabulary,local,local,,int8,64,2551,v2-ruled-vocabulary-2026-08-07,
Q8NHC8,surface,37,vocabulary,local,local,,int8,64,2552,v2-ruled-vocabulary-2026-08-07,
Q5T442,surface,32,vocabulary,local,local,,int8,64,2553,v2-ruled-vocabulary-2026-08-07,
Q8IZF3,surface,385,vocabulary,local,local,,int8,64,2554,v2-ruled-vocabulary-2026-08-07,
Q9BY21,surface,47,vocabulary,local,local,,int8,64,2555,v2-ruled-vocabulary-2026-08-07,
Q8NG99,surface,37,vocabulary,local,local,,int8,64,2556,v2-ruled-vocabulary-2026-08-07,
O43286,non_surface,353,vocabulary,local,local,,int8,64,2557,v2-ruled-vocabulary-2026-08-07,
Q96QT4,non_surface,13,vocabulary,local,local,,int8,64,2558,v2-ruled-vocabulary-2026-08-07,
P30926,surface,218,vocabulary,local,local,,int8,64,2559,v2-ruled-vocabulary-2026-08-07,
Q8NGZ3,surface,37,vocabulary,local,local,,int8,64,2560,v2-ruled-vocabulary-2026-08-07,
A0ZSE6,surface,58,vocabulary,local,local,,int8,64,2561,v2-ruled-vocabulary-2026-08-07,
P41440,surface,14,vocabulary,local,local,,int8,64,2562,v2-ruled-vocabulary-2026-08-07,
Q8WZA1,non_surface,602,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2563,v2-ruled-vocabulary-2026-08-07,
P23276,surface,665,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2564,v2-ruled-vocabulary-2026-08-07,
Q8N609,non_surface,31,vocabulary,local,local,,int8,64,2565,v2-ruled-vocabulary-2026-08-07,
O15303,surface,561,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2566,v2-ruled-vocabulary-2026-08-07,
Q16099,surface,525,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2567,v2-ruled-vocabulary-2026-08-07,
Q01740,non_surface,509,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2568,v2-ruled-vocabulary-2026-08-07,
P55061,non_surface,6,vocabulary,local,local,,int8,64,2569,v2-ruled-vocabulary-2026-08-07,
Q9Y274,non_surface,306,vocabulary,local,local,,int8,64,2570,v2-ruled-vocabulary-2026-08-07,
Q6XYQ8,non_surface,55,vocabulary,local,local,,int8,64,2571,v2-ruled-vocabulary-2026-08-07,
O00337,surface,57,vocabulary,local,local,,int8,64,2572,v2-ruled-vocabulary-2026-08-07,
Q9UHF4,surface,221,vocabulary,local,local,,int8,64,2573,v2-ruled-vocabulary-2026-08-07,
Q8TCC7,surface,93,vocabulary,local,local,,int8,64,2574,v2-ruled-vocabulary-2026-08-07,
Q8N0W4,surface,635,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2575,v2-ruled-vocabulary-2026-08-07,
O43184,surface,501,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2576,v2-ruled-vocabulary-2026-08-07,
Q8TDX9,surface,1748,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2577,v2-ruled-vocabulary-2026-08-07,
Q8NGQ2,surface,37,vocabulary,local,local,,int8,64,2578,v2-ruled-vocabulary-2026-08-07,
Q9Y6W8,surface,120,vocabulary,local,local,,int8,64,2579,v2-ruled-vocabulary-2026-08-07,
Q9BYE9,surface,1134,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2580,v2-ruled-vocabulary-2026-08-07,
Q96AD5,non_surface,171,vocabulary,local,local,,int8,64,2581,v2-ruled-vocabulary-2026-08-07,
P58173,surface,37,vocabulary,local,local,,int8,64,2582,v2-ruled-vocabulary-2026-08-07,
P78562,surface,600,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2583,v2-ruled-vocabulary-2026-08-07,
Q9UKY0,surface,126,gpi_rule_A,local,local,,int8,64,2584,v2-ruled-vocabulary-2026-08-07,
Q8IZ52,non_surface,741,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2585,v2-ruled-vocabulary-2026-08-07,
Q8NGG3,surface,55,vocabulary,local,local,,int8,64,2586,v2-ruled-vocabulary-2026-08-07,
Q7Z442,surface,1327,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2587,v2-ruled-vocabulary-2026-08-07,
Q8NGL3,surface,36,vocabulary,local,local,,int8,64,2588,v2-ruled-vocabulary-2026-08-07,
Q9Y3Q0,non_surface,709,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2589,v2-ruled-vocabulary-2026-08-07,
P39086,surface,546,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2590,v2-ruled-vocabulary-2026-08-07,
P04216,surface,110,gpi_rule_A,local,local,,int8,64,2591,v2-ruled-vocabulary-2026-08-07,
Q5VTT2,non_surface,123,vocabulary,local,local,,int8,64,2592,v2-ruled-vocabulary-2026-08-07,
P08637,surface,192,vocabulary,local,local,,int8,64,2593,v2-ruled-vocabulary-2026-08-07,
Q8NH85,surface,36,vocabulary,local,local,,int8,64,2594,v2-ruled-vocabulary-2026-08-07,
P58743,surface,25,vocabulary,local,local,,int8,64,2595,v2-ruled-vocabulary-2026-08-07,
Q6UXL0,surface,204,vocabulary,local,local,,int8,64,2596,v2-ruled-vocabulary-2026-08-07,
P79483,surface,198,vocabulary,local,local,,int8,64,2597,v2-ruled-vocabulary-2026-08-07,
O15342,non_surface,25,vocabulary,local,local,,int8,64,2598,v2-ruled-vocabulary-2026-08-07,
Q9BXS0,non_surface,600,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2599,v2-ruled-vocabulary-2026-08-07,
Q9NPF2,non_surface,315,vocabulary,local,local,,int8,64,2600,v2-ruled-vocabulary-2026-08-07,
Q8N6P7,surface,213,vocabulary,local,local,,int8,64,2601,v2-ruled-vocabulary-2026-08-07,
Q8NGQ3,surface,38,vocabulary,local,local,,int8,64,2602,v2-ruled-vocabulary-2026-08-07,
P13762,surface,198,vocabulary,local,local,,int8,64,2603,v2-ruled-vocabulary-2026-08-07,
O60931,surface,103,vocabulary,local,local,,int8,64,2604,v2-ruled-vocabulary-2026-08-07,
Q9Y5Y0,surface,18,vocabulary,local,local,,int8,64,2605,v2-ruled-vocabulary-2026-08-07,
P17787,surface,213,vocabulary,local,local,,int8,64,2606,v2-ruled-vocabulary-2026-08-07,
Q5JRS4,surface,37,vocabulary,local,local,,int8,64,2607,v2-ruled-vocabulary-2026-08-07,
Q8WXD0,surface,416,vocabulary,local,local,,int8,64,2608,v2-ruled-vocabulary-2026-08-07,
Q6ZMH5,surface,192,vocabulary,local,local,,int8,64,2609,v2-ruled-vocabulary-2026-08-07,
Q9UN74,surface,668,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2610,v2-ruled-vocabulary-2026-08-07,
O75197,surface,1353,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2611,v2-ruled-vocabulary-2026-08-07,
Q9UKZ4,surface,2380,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2612,v2-ruled-vocabulary-2026-08-07,
Q9NS67,surface,23,vocabulary,local,local,,int8,64,2613,v2-ruled-vocabulary-2026-08-07,
Q86Y34,surface,250,vocabulary,local,local,,int8,64,2614,v2-ruled-vocabulary-2026-08-07,
Q9H3R1,non_surface,838,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2615,v2-ruled-vocabulary-2026-08-07,
Q9H3R2,surface,403,vocabulary,local,local,,int8,64,2616,v2-ruled-vocabulary-2026-08-07,
Q96GX1,surface,643,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2617,v2-ruled-vocabulary-2026-08-07,
P46092,surface,52,vocabulary,local,local,,int8,64,2618,v2-ruled-vocabulary-2026-08-07,
Q13258,surface,27,vocabulary,local,local,,int8,64,2619,v2-ruled-vocabulary-2026-08-07,
Q08345,surface,397,vocabulary,local,local,,int8,64,2620,v2-ruled-vocabulary-2026-08-07,
P43630,surface,319,vocabulary,local,local,,int8,64,2621,v2-ruled-vocabulary-2026-08-07,
Q9NRZ7,non_surface,171,vocabulary,local,local,,int8,64,2622,v2-ruled-vocabulary-2026-08-07,
Q5VW38,surface,224,vocabulary,local,local,,int8,64,2623,v2-ruled-vocabulary-2026-08-07,
P51575,surface,288,vocabulary,local,local,,int8,64,2624,v2-ruled-vocabulary-2026-08-07,
O14495,surface,50,vocabulary,local,local,,int8,64,2625,v2-ruled-vocabulary-2026-08-07,
O43462,non_surface,195,vocabulary,local,local,,int8,64,2626,v2-ruled-vocabulary-2026-08-07,
Q8TCT6,non_surface,51,vocabulary,local,local,,int8,64,2627,v2-ruled-vocabulary-2026-08-07,
Q9BYC5,non_surface,545,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2628,v2-ruled-vocabulary-2026-08-07,
P41587,surface,101,vocabulary,local,local,,int8,64,2629,v2-ruled-vocabulary-2026-08-07,
Q9HBA0,surface,29,vocabulary,local,local,,int8,64,2630,v2-ruled-vocabulary-2026-08-07,
O94933,surface,626,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2631,v2-ruled-vocabulary-2026-08-07,
P35613,surface,188,vocabulary,local,local,,int8,64,2632,v2-ruled-vocabulary-2026-08-07,
P17181,surface,409,vocabulary,local,local,,int8,64,2633,v2-ruled-vocabulary-2026-08-07,
Q8NGX2,surface,37,vocabulary,local,local,,int8,64,2634,v2-ruled-vocabulary-2026-08-07,
Q9HBX8,surface,543,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2635,v2-ruled-vocabulary-2026-08-07,
Q86VH5,surface,389,vocabulary,local,local,,int8,64,2636,v2-ruled-vocabulary-2026-08-07,
Q8TE99,non_surface,453,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2637,v2-ruled-vocabulary-2026-08-07,
Q496H8,surface,103,gpi_rule_A,local,local,,int8,64,2638,v2-ruled-vocabulary-2026-08-07,
Q9UJ99,surface,589,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2639,v2-ruled-vocabulary-2026-08-07,
P54760,surface,524,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2640,v2-ruled-vocabulary-2026-08-07,
Q9UIR0,non_surface,459,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2641,v2-ruled-vocabulary-2026-08-07,
Q8NGR4,surface,36,vocabulary,local,local,,int8,64,2642,v2-ruled-vocabulary-2026-08-07,
O95222,surface,36,vocabulary,local,local,,int8,64,2643,v2-ruled-vocabulary-2026-08-07,
Q8IV77,non_surface,23,vocabulary,local,local,,int8,64,2644,v2-ruled-vocabulary-2026-08-07,
Q8IZP7,non_surface,444,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2645,v2-ruled-vocabulary-2026-08-07,
O15399,surface,555,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2646,v2-ruled-vocabulary-2026-08-07,
P78382,non_surface,15,vocabulary,local,local,,int8,64,2647,v2-ruled-vocabulary-2026-08-07,
P35414,surface,34,vocabulary,local,local,,int8,64,2648,v2-ruled-vocabulary-2026-08-07,
P13866,surface,54,vocabulary,local,local,,int8,64,2649,v2-ruled-vocabulary-2026-08-07,
O15375,surface,15,vocabulary,local,local,,int8,64,2650,v2-ruled-vocabulary-2026-08-07,
Q7L1W4,non_surface,115,vocabulary,local,local,,int8,64,2651,v2-ruled-vocabulary-2026-08-07,
Q16348,surface,210,vocabulary,local,local,,int8,64,2652,v2-ruled-vocabulary-2026-08-07,
Q8NGP0,surface,37,vocabulary,local,local,,int8,64,2653,v2-ruled-vocabulary-2026-08-07,
P04001,surface,52,vocabulary,local,local,,int8,64,2654,v2-ruled-vocabulary-2026-08-07,
P56696,non_surface,12,vocabulary,local,local,,int8,64,2655,v2-ruled-vocabulary-2026-08-07,
Q92187,non_surface,339,vocabulary,local,local,,int8,64,2656,v2-ruled-vocabulary-2026-08-07,
A6NM45,surface,50,vocabulary,local,local,,int8,64,2657,v2-ruled-vocabulary-2026-08-07,
P25103,surface,31,vocabulary,local,local,,int8,64,2658,v2-ruled-vocabulary-2026-08-07,
Q9NRB3,non_surface,388,vocabulary,local,local,,int8,64,2659,v2-ruled-vocabulary-2026-08-07,
P35410,surface,77,vocabulary,local,local,,int8,64,2660,v2-ruled-vocabulary-2026-08-07,
Q9ULX7,surface,275,vocabulary,local,local,,int8,64,2661,v2-ruled-vocabulary-2026-08-07,
A5D6W6,non_surface,25,vocabulary,local,local,,int8,64,2662,v2-ruled-vocabulary-2026-08-07,
Q9NRS4,non_surface,384,vocabulary,local,local,,int8,64,2663,v2-ruled-vocabulary-2026-08-07,
P51693,surface,542,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2664,v2-ruled-vocabulary-2026-08-07,
Q9ULB5,surface,580,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2665,v2-ruled-vocabulary-2026-08-07,
P30518,surface,38,vocabulary,local,local,,int8,64,2666,v2-ruled-vocabulary-2026-08-07,
O75110,non_surface,12,vocabulary,local,local,,int8,64,2667,v2-ruled-vocabulary-2026-08-07,
Q8NBR0,surface,282,vocabulary,local,local,,int8,64,2668,v2-ruled-vocabulary-2026-08-07,
Q8WV19,non_surface,5,vocabulary,local,local,,int8,64,2669,v2-ruled-vocabulary-2026-08-07,
P43626,surface,224,vocabulary,local,local,,int8,64,2670,v2-ruled-vocabulary-2026-08-07,
P04156,surface,207,gpi_rule_A,local,local,,int8,64,2671,v2-ruled-vocabulary-2026-08-07,
O95150,surface,195,vocabulary,local,local,,int8,64,2672,v2-ruled-vocabulary-2026-08-07,
Q6NV75,surface,28,vocabulary,local,local,,int8,64,2673,v2-ruled-vocabulary-2026-08-07,
Q86Y38,non_surface,921,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2674,v2-ruled-vocabulary-2026-08-07,
O94985,surface,831,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2675,v2-ruled-vocabulary-2026-08-07,
P30511,surface,284,vocabulary,local,local,,int8,64,2676,v2-ruled-vocabulary-2026-08-07,
P34972,surface,33,vocabulary,local,local,,int8,64,2677,v2-ruled-vocabulary-2026-08-07,
P17927,surface,1930,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2678,v2-ruled-vocabulary-2026-08-07,
P48651,non_surface,69,vocabulary,local,local,,int8,64,2679,v2-ruled-vocabulary-2026-08-07,
Q6ZMC9,surface,244,vocabulary,local,local,,int8,64,2680,v2-ruled-vocabulary-2026-08-07,
Q495M3,surface,32,vocabulary,local,local,,int8,64,2681,v2-ruled-vocabulary-2026-08-07,
Q96P56,non_surface,20,vocabulary,local,local,,int8,64,2682,v2-ruled-vocabulary-2026-08-07,
Q8N6C5,surface,756,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2683,v2-ruled-vocabulary-2026-08-07,
B6SEH9,surface,300,vocabulary,local,local,,int8,64,2684,v2-ruled-vocabulary-2026-08-07,
O15432,non_surface,22,vocabulary,local,local,,int8,64,2685,v2-ruled-vocabulary-2026-08-07,
Q96PQ1,surface,463,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2686,v2-ruled-vocabulary-2026-08-07,
Q7Z3D4,surface,217,vocabulary,local,local,,int8,64,2687,v2-ruled-vocabulary-2026-08-07,
P25106,surface,40,vocabulary,local,local,,int8,64,2688,v2-ruled-vocabulary-2026-08-07,
O95971,surface,134,gpi_rule_A,local,local,,int8,64,2689,v2-ruled-vocabulary-2026-08-07,
Q9UIK5,surface,280,vocabulary,local,local,,int8,64,2690,v2-ruled-vocabulary-2026-08-07,
Q9GZP9,non_surface,18,vocabulary,local,local,,int8,64,2691,v2-ruled-vocabulary-2026-08-07,
O15165,surface,64,vocabulary,local,local,,int8,64,2692,v2-ruled-vocabulary-2026-08-07,
Q8N1L4,non_surface,310,vocabulary,local,local,,int8,64,2693,v2-ruled-vocabulary-2026-08-07,
Q96AM1,surface,44,vocabulary,local,local,,int8,64,2694,v2-ruled-vocabulary-2026-08-07,
Q8N423,surface,439,vocabulary,local,local,,int8,64,2695,v2-ruled-vocabulary-2026-08-07,
P46094,surface,31,vocabulary,local,local,,int8,64,2696,v2-ruled-vocabulary-2026-08-07,
Q9UIQ6,surface,894,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2697,v2-ruled-vocabulary-2026-08-07,
Q9UHM6,surface,72,vocabulary,local,local,,int8,64,2698,v2-ruled-vocabulary-2026-08-07,
Q15116,surface,146,vocabulary,local,local,,int8,64,2699,v2-ruled-vocabulary-2026-08-07,
Q14126,surface,560,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2700,v2-ruled-vocabulary-2026-08-07,
O14493,surface,53,vocabulary,local,local,,int8,64,2701,v2-ruled-vocabulary-2026-08-07,
P61009,non_surface,148,vocabulary,local,local,,int8,64,2702,v2-ruled-vocabulary-2026-08-07,
Q9Y3Q4,non_surface,28,vocabulary,local,local,,int8,64,2703,v2-ruled-vocabulary-2026-08-07,
Q8N1M1,non_surface,19,vocabulary,local,local,,int8,64,2704,v2-ruled-vocabulary-2026-08-07,
P28845,non_surface,268,vocabulary,local,local,,int8,64,2705,v2-ruled-vocabulary-2026-08-07,
Q9NZ01,non_surface,18,vocabulary,local,local,,int8,64,2706,v2-ruled-vocabulary-2026-08-07,
Q9NZP0,surface,37,vocabulary,local,local,,int8,64,2707,v2-ruled-vocabulary-2026-08-07,
Q6P9A2,non_surface,572,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2708,v2-ruled-vocabulary-2026-08-07,
O43581,non_surface,16,vocabulary,local,local,,int8,64,2709,v2-ruled-vocabulary-2026-08-07,
Q8NGC9,surface,37,vocabulary,local,local,,int8,64,2710,v2-ruled-vocabulary-2026-08-07,
P50391,surface,39,vocabulary,local,local,,int8,64,2711,v2-ruled-vocabulary-2026-08-07,
Q8N6M3,non_surface,31,vocabulary,local,local,,int8,64,2712,v2-ruled-vocabulary-2026-08-07,
P47890,surface,38,vocabulary,local,local,,int8,64,2713,v2-ruled-vocabulary-2026-08-07,
Q8TEM1,surface,1782,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2714,v2-ruled-vocabulary-2026-08-07,
Q6UXU6,non_surface,31,vocabulary,local,local,,int8,64,2715,v2-ruled-vocabulary-2026-08-07,
Q8NGG1,surface,41,vocabulary,local,local,,int8,64,2716,v2-ruled-vocabulary-2026-08-07,
Q8NFN8,surface,47,vocabulary,local,local,,int8,64,2717,v2-ruled-vocabulary-2026-08-07,
Q8NH59,surface,36,vocabulary,local,local,,int8,64,2718,v2-ruled-vocabulary-2026-08-07,
Q9ULV1,surface,176,vocabulary,local,local,,int8,64,2719,v2-ruled-vocabulary-2026-08-07,
Q13183,surface,39,vocabulary,local,local,,int8,64,2720,v2-ruled-vocabulary-2026-08-07,
Q9Y3A6,non_surface,169,vocabulary,local,local,,int8,64,2721,v2-ruled-vocabulary-2026-08-07,
Q8TCU5,surface,651,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2722,v2-ruled-vocabulary-2026-08-07,
P05106,surface,692,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2723,v2-ruled-vocabulary-2026-08-07,
O95484,surface,53,vocabulary,local,local,,int8,64,2724,v2-ruled-vocabulary-2026-08-07,
Q8NGQ6,surface,37,vocabulary,local,local,,int8,64,2725,v2-ruled-vocabulary-2026-08-07,
O14863,non_surface,17,vocabulary,local,local,,int8,64,2726,v2-ruled-vocabulary-2026-08-07,
Q8NHB1,surface,31,vocabulary,local,local,,int8,64,2727,v2-ruled-vocabulary-2026-08-07,
Q9HA82,non_surface,31,vocabulary,local,local,,int8,64,2728,v2-ruled-vocabulary-2026-08-07,
Q49A17,non_surface,573,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2729,v2-ruled-vocabulary-2026-08-07,
Q8NGU4,surface,38,vocabulary,local,local,,int8,64,2730,v2-ruled-vocabulary-2026-08-07,
Q8N6Y1,surface,830,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2731,v2-ruled-vocabulary-2026-08-07,
Q9H2Y9,surface,130,vocabulary,local,local,,int8,64,2732,v2-ruled-vocabulary-2026-08-07,
Q8NGI9,surface,42,vocabulary,local,local,,int8,64,2733,v2-ruled-vocabulary-2026-08-07,
P28223,surface,80,vocabulary,local,local,,int8,64,2734,v2-ruled-vocabulary-2026-08-07,
Q86WC4,surface,253,vocabulary,local,local,,int8,64,2735,v2-ruled-vocabulary-2026-08-07,
Q8NGY5,surface,37,vocabulary,local,local,,int8,64,2736,v2-ruled-vocabulary-2026-08-07,
Q9H461,surface,248,vocabulary,local,local,,int8,64,2737,v2-ruled-vocabulary-2026-08-07,
O95528,surface,95,vocabulary,local,local,,int8,64,2738,v2-ruled-vocabulary-2026-08-07,
P16070,surface,629,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2739,v2-ruled-vocabulary-2026-08-07,
Q2LD37,non_surface,24,vocabulary,local,local,,int8,64,2740,v2-ruled-vocabulary-2026-08-07,
P04921,surface,57,vocabulary,local,local,,int8,64,2741,v2-ruled-vocabulary-2026-08-07,
Q7RTX0,surface,550,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2742,v2-ruled-vocabulary-2026-08-07,
Q9ULS6,non_surface,19,vocabulary,local,local,,int8,64,2743,v2-ruled-vocabulary-2026-08-07,
