census_accession,source_identifiers,source_accessions,census_class,census_identity_status,fetch_eligible,fetch_ineligible_reason,parent_sha256,resolved_on
Q96NY8,PVRL4_HUMAN,Q96NY8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P15151,PVR_HUMAN,P15151,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O75192,PX11A_HUMAN,O75192,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O96011,PX11B_HUMAN,O96011,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96HA9,PX11C_HUMAN,Q96HA9,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6UX71,PXDC2_HUMAN,Q6UX71,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A1KZ92,PXDNL_HUMAN,A1KZ92,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q92626,PXDN_HUMAN,Q92626,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NR77,PXMP2_HUMAN,Q9NR77,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y6I8,PXMP4_HUMAN,Q9Y6I8,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TE99,PXYP1_HUMAN,Q8TE99,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q02127,PYRD_HUMAN,Q02127,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NRI6,PYY2_HUMAN,Q9NRI6,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5JQD4,PYY3_HUMAN,Q5JQD4,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P10082,PYY_HUMAN,P10082,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P20742,PZP_HUMAN,P20742,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q04671,P_HUMAN,Q04671,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O14957,QCR10_HUMAN,O14957,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O14949,QCR8_HUMAN,O14949,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UDW1,QCR9_HUMAN,Q9UDW1,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NXS2,QPCTL_HUMAN,Q9NXS2,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q16769,QPCT_HUMAN,Q16769,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96P65,QRFPR_HUMAN,Q96P65,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O00391,QSOX1_HUMAN,O00391,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6ZRP7,QSOX2_HUMAN,Q6ZRP7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P50876,R144A_HUMAN,P50876,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q7Z419,R144B_HUMAN,Q7Z419,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86UN2,R4RL1_HUMAN,Q86UN2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86UN3,R4RL2_HUMAN,Q86UN3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6ZS82,R9BP_HUMAN,Q6ZS82,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P61026,RAB10_HUMAN,P61026,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9ULW5,RAB26_HUMAN,Q9ULW5,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95755,RAB36_HUMAN,O95755,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P51149,RAB7A_HUMAN,P51149,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NP90,RAB9B_HUMAN,Q9NP90,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q15109,RAGE_HUMAN,Q15109,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NFJ5,RAI3_HUMAN,Q8NFJ5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O60894,RAMP1_HUMAN,O60894,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O60895,RAMP2_HUMAN,O60895,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O60896,RAMP3_HUMAN,O60896,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q99969,RARR2_HUMAN,Q99969,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q15283,RASA2_HUMAN,Q15283,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5R372,RBG1L_HUMAN,Q5R372,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y3P9,RBGP1_HUMAN,Q9Y3P9,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NW13,RBM28_HUMAN,Q9NW13,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O00559,RCAS1_HUMAN,O00559,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q92600,RCD1_HUMAN,Q92600,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q15293,RCN1_HUMAN,Q15293,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q14257,RCN2_HUMAN,Q14257,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96D15,RCN3_HUMAN,Q96D15,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKL0,RCOR1_HUMAN,Q9UKL0,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8IZV5,RDH10_HUMAN,Q8IZV5,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TC12,RDH11_HUMAN,Q8TC12,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96NR8,RDH12_HUMAN,Q96NR8,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NBN7,RDH13_HUMAN,Q8NBN7,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9HBH5,RDH14_HUMAN,Q9HBH5,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O75452,RDH16_HUMAN,O75452,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q92781,RDH1_HUMAN,Q92781,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8N3Y7,RDHE2_HUMAN,Q8N3Y7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P61578,REC16_HUMAN,P61578,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95072,REC8_HUMAN,O95072,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P61575,RECK8_HUMAN,P61575,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95980,RECK_HUMAN,O95980,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H902,REEP1_HUMAN,Q9H902,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BRK0,REEP2_HUMAN,Q9BRK0,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6NUK4,REEP3_HUMAN,Q6NUK4,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H6H4,REEP4_HUMAN,Q9H6H4,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q00765,REEP5_HUMAN,Q00765,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96HR9,REEP6_HUMAN,Q96HR9,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P05451,REG1A_HUMAN,P05451,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P48304,REG1B_HUMAN,P48304,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q06141,REG3A_HUMAN,Q06141,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6UW15,REG3G_HUMAN,Q6UW15,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BYZ8,REG4_HUMAN,Q9BYZ8,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P04808,REL1_HUMAN,P04808,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P04090,REL2_HUMAN,P04090,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8WXF3,REL3_HUMAN,Q8WXF3,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8IUW5,RELL1_HUMAN,Q8IUW5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NC24,RELL2_HUMAN,Q8NC24,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P78509,RELN_HUMAN,P78509,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P00797,RENI_HUMAN,P00797,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O75787,RENR_HUMAN,O75787,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NFH8,REPS2_HUMAN,Q8NFH8,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O15258,RER1_HUMAN,O15258,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5W5W9,RES18_HUMAN,Q5W5W9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6H3X3,RET1G_HUMAN,Q6H3X3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5VY80,RET1L_HUMAN,Q5VY80,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P10745,RET3_HUMAN,P10745,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P02753,RET4_HUMAN,P02753,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BQ08,RETNB_HUMAN,Q9BQ08,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9HD89,RETN_HUMAN,Q9HD89,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6NUM9,RETST_HUMAN,Q6NUM9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P07949,RET_HUMAN,P07949,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UGC7,RF1ML_HUMAN,Q9UGC7,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y644,RFNG_HUMAN,Q9Y644,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96AA3,RFT1_HUMAN,Q96AA3,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H4X1,RGCC_HUMAN,Q9H4X1,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8IZJ4,RGDSR_HUMAN,Q8IZJ4,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96B86,RGMA_HUMAN,Q96B86,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6NW40,RGMB_HUMAN,Q6NW40,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6ZVN8,RGMC_HUMAN,Q6ZVN8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6GYQ0,RGPA1_HUMAN,Q6GYQ0,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q2PPJ7,RGPA2_HUMAN,Q2PPJ7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5JS13,RGPS1_HUMAN,Q5JS13,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P47804,RGR_HUMAN,P47804,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A5PLK6,RGSL_HUMAN,A5PLK6,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q02094,RHAG_HUMAN,Q02094,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6NTF9,RHBD2_HUMAN,Q6NTF9,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y3P4,RHBD3_HUMAN,Q9Y3P4,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H310,RHBG_HUMAN,Q9H310,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O75783,RHBL1_HUMAN,O75783,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NX52,RHBL2_HUMAN,Q9NX52,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P58872,RHBL3_HUMAN,P58872,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TEB9,RHBL4_HUMAN,Q8TEB9,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P18577,RHCE_HUMAN,P18577,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UBD6,RHCG_HUMAN,Q9UBD6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96CC6,RHDF1_HUMAN,Q96CC6,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6PJF5,RHDF2_HUMAN,Q6PJF5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q02161,RHD_HUMAN,Q02161,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q07960,RHG01_HUMAN,Q07960,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O43182,RHG06_HUMAN,O43182,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UNA1,RHG26_HUMAN,Q9UNA1,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NRY4,RHG35_HUMAN,Q9NRY4,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6ZRI8,RHG36_HUMAN,Q6ZRI8,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q4ADV7,RIC1_HUMAN,Q4ADV7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q7Z5B4,RIC3_HUMAN,Q7Z5B4,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q0D2K3,RIPP1_HUMAN,Q0D2K3,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q7LG56,RIR2B_HUMAN,Q7LG56,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P31350,RIR2_HUMAN,P31350,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9HB40,RISC_HUMAN,Q9HB40,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O76021,RL1D1_HUMAN,O76021,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NSD7,RL3R1_HUMAN,Q9NSD7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TDU9,RL3R2_HUMAN,Q8TDU9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P05387,RLA2_HUMAN,P05387,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5T653,RM02_HUMAN,Q5T653,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6P1L8,RM14_HUMAN,Q6P1L8,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H0U6,RM18_HUMAN,Q9H0U6,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P49406,RM19_HUMAN,P49406,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q7Z2W9,RM21_HUMAN,Q7Z2W9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NWU5,RM22_HUMAN,Q9NWU5,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96A35,RM24_HUMAN,Q96A35,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9P0M9,RM27_HUMAN,Q9P0M9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BYC8,RM32_HUMAN,Q9BYC8,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BQ48,RM34_HUMAN,Q9BQ48,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NZE8,RM35_HUMAN,Q9NZE8,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9HD33,RM47_HUMAN,Q9HD33,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86TS9,RM52_HUMAN,Q86TS9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96LZ7,RMD2_HUMAN,Q96LZ7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96TC7,RMD3_HUMAN,Q96TC7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NWS8,RMND1_HUMAN,Q9NWS8,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O00237,RN103_HUMAN,O00237,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H920,RN121_HUMAN,Q9H920,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H9V4,RN122_HUMAN,Q9H9V4,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TEB7,RN128_HUMAN,Q8TEB7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8WVZ7,RN133_HUMAN,Q8WVZ7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8WU17,RN139_HUMAN,Q8WU17,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96MT1,RN145_HUMAN,Q96MT1,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8N7C7,RN148_HUMAN,Q8N7C7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NC42,RN149_HUMAN,Q8NC42,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9ULK6,RN150_HUMAN,Q9ULK6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8N8N0,RN152_HUMAN,Q8N8N0,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H6Y7,RN167_HUMAN,Q9H6Y7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96K19,RN170_HUMAN,Q96K19,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8N4F7,RN175_HUMAN,Q8N4F7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86T96,RN180_HUMAN,Q86T96,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8N6D2,RN182_HUMAN,Q8N6D2,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96D59,RN183_HUMAN,Q96D59,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96GF1,RN185_HUMAN,Q96GF1,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NXI6,RN186_HUMAN,Q9NXI6,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NV58,RN19A_HUMAN,Q9NV58,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6ZMZ0,RN19B_HUMAN,Q6ZMZ0,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q63HN8,RN213_HUMAN,Q63HN8,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y6U7,RN215_HUMAN,Q9Y6U7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TC41,RN217_HUMAN,Q8TC41,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5VTB9,RN220_HUMAN,Q5VTB9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
