gene_symbol,uniprot,accession_count,main_location,additional_location,if_reliability
CHST13,Q8NET6,1,Golgi apparatus,,Approved
CHST14,Q8NCH0,1,Golgi apparatus,,Approved
CHST15,Q7LFX5,1,Cytosol,Centrosome,Approved
CHST2,Q9Y4C5,1,Golgi apparatus,"Nucleoplasm, Cytosol",Supported
CHST3,Q7LGC8,1,"Golgi apparatus, Cytosol",,Approved
CHST4,Q8NCG5,1,,,
CHST5,Q9GZS9,1,,,
CHST6,Q9GZX3,1,,,
CHST7,Q9NS84,1,"Nucleoplasm, Vesicles",,Approved
CHST8,Q9H2A9,1,,,
CHST9,Q7L1S5,1,,,
CHSY1,Q86X52,1,,,
CHSY3,Q70JA7,1,,,
CHTF18,Q8WVB6,1,Nucleoplasm,Cytosol,Supported
CHTF8,P0CG13,1,,,
CHTOP,Q9Y3Y2,1,Nuclear speckles,,Supported
CHUK,O15111,1,Nucleoplasm,Cytosol,Supported
CHURC1,Q8WUH1,1,Cytosol,,Approved
CHURC1-FNTB,,0,,,
CIAO1,O76071,1,Nucleoplasm,Cytosol,Approved
CIAO2A,Q9H5X1,1,"Nucleoplasm, Cytosol",,Enhanced
CIAO2B,Q9Y3D0,1,"Nucleoplasm, Cytosol",,Supported
CIAO3,Q9H6Q4,1,Cytosol,Plasma membrane,Approved
CIAPIN1,Q6FI81,1,Mitochondria,Nucleoplasm,Supported
CIART,Q8N365,1,Nucleoplasm,,Approved
CIB1,Q99828,1,"Nucleoplasm, Plasma membrane",,Supported
CIB2,O75838,1,,,
CIB3,Q96Q77,1,"Plasma membrane, Cytosol",,Approved
CIB4,A0PJX0,1,,,
CIBAR1,A1XBS5,1,Mitochondria,,Supported
CIBAR2,Q6ZTR7,1,,,
CIC,Q96RK0,1,Nucleoplasm,Vesicles,Supported
CIDEA,O60543,1,,,
CIDEB,Q9UHD4,1,"Golgi apparatus, Vesicles",,Approved
CIDEC,Q96AQ7,1,,,
CIITA,P33076,1,Nucleoplasm,,Supported
CILK1,Q9UPZ9,1,Nucleoli fibrillar center,,Supported
CILP,O75339,1,,,
CILP2,Q8IUL8,1,,,
CINP,Q9BW66,1,,,
CIP2A,Q8TCG1,1,Cytosol,Plasma membrane,Supported
CIPC,Q9C0C6,1,"Nucleoplasm, Cytosol",Nucleoli,Supported
CIR1,Q86X95,1,Nuclear speckles,,Supported
CIRBP,Q14011,1,Nucleoplasm,,Supported
CISD1,Q9NZ45,1,Mitochondria,,Supported
CISD2,Q8N5K1,1,Endoplasmic reticulum,,Supported
CISD3,P0C7P0,1,,,
CISH,Q9NSE2,1,Microtubules,Cytokinetic bridge,Approved
CIT,O14578,1,Cytosol,,Approved
CITED1,Q99966,1,Nucleoplasm,Cytosol,Supported
CITED2,Q99967,1,Nucleoplasm,"Vesicles, Cytosol",Supported
CITED4,Q96RK1,1,Vesicles,,Approved
CIZ1,Q9ULV3,1,Nucleoplasm,,Enhanced
CKAP2,Q8WWK9,1,Microtubules,"Mitotic spindle, Centrosome",Supported
CKAP2L,Q8IYA6,1,"Microtubules, Mitotic spindle",Cytosol,Supported
CKAP4,Q07065,1,,,
CKAP5,Q14008,1,"Plasma membrane, Centrosome","Nucleoli, Nucleoli rim",Approved
CKB,P12277,1,Cytosol,,Supported
CKLF,Q9UBR5,1,Vesicles,,Approved
CKLF-CMTM1,,0,,,
CKM,P06732,1,,,
CKMT1A,P12532,1,,,
CKMT1B,P12532,1,,,
CKMT2,P17540,1,,,
CKS1B,P61024,1,"Mitochondria, Cytosol","Nucleoplasm, Vesicles",Approved
CKS2,P33552,1,"Mitochondria, Cytosol","Nucleoplasm, Vesicles",Approved
CLASP1,Q7Z460,1,,,
CLASP2,O75122,1,Golgi apparatus,Cytosol,Supported
CLASRP,Q8N2M8,1,Nucleoplasm,,Supported
CLBA1,Q96F83,1,"Nucleoplasm, Cytosol",Nuclear bodies,Approved
CLC,Q05315,1,,,
CLCA1,A8K7I4,1,,,
CLCA2,Q9UQC9,1,"Plasma membrane, Cell Junctions",Nucleoplasm,Supported
CLCA4,Q14CN2,1,Plasma membrane,"Nucleoplasm, Aggresome",Approved
CLCC1,Q96S66,1,Endoplasmic reticulum,,Supported
CLCF1,Q9UBD9,1,"Nuclear bodies, Vesicles",,Approved
CLCN1,P35523,1,,,
CLCN2,P51788,1,Cytosol,,Approved
CLCN3,P51790,1,Vesicles,,Supported
CLCN4,P51793,1,Vesicles,,Supported
CLCN5,P51795,1,"Golgi apparatus, Plasma membrane",Cytosol,Supported
CLCN6,P51797,1,"Plasma membrane, Cytosol",,Approved
CLCN7,P51798,1,,,
CLCNKA,P51800,1,,,
CLCNKB,P51801,1,,,
CLDN1,O95832,1,,,
CLDN10,P78369,1,,,
CLDN11,O75508,1,Cell Junctions,Lipid droplets,Supported
CLDN12,P56749,1,,,
CLDN14,O95500,1,Vesicles,,Uncertain
CLDN15,P56746,1,,,
CLDN16,Q9Y5I7,1,,,
CLDN17,P56750,1,,,
CLDN18,P56856,1,Cell Junctions,,Approved
CLDN19,Q8N6F1,1,Plasma membrane,,Supported
CLDN2,P57739,1,"Nucleoplasm, Cell Junctions",,Supported
CLDN20,P56880,1,,,
CLDN22,Q8N7P3,1,,,
CLDN23,Q96B33,1,Vesicles,"Plasma membrane, Cell Junctions",Approved
CLDN24,A6NM45,1,,,
CLDN25,C9JDP6,1,,,
CLDN3,O15551,1,Cell Junctions,,Supported
CLDN34,H7C241,1,,,
CLDN4,O14493,1,Plasma membrane,,Supported
CLDN5,O00501,1,,,
CLDN6,P56747,1,,,
CLDN7,O95471,1,Vesicles,Cell Junctions,Approved
CLDN8,P56748,1,,,
CLDN9,O95484,1,Cell Junctions,Vesicles,Supported
CLDND1,Q9NY35,1,Nucleoplasm,"Nucleoli, Cytosol",Approved
CLDND2,Q8NHS1,1,Nucleoplasm,,Approved
CLEC10A,Q8IUN9,1,,,
CLEC11A,Q9Y240,1,Centrosome,,Approved
CLEC12A,Q5QGZ9,1,,,
CLEC12B,Q2HXU8,1,,,
CLEC14A,Q86T13,1,"Endoplasmic reticulum, Golgi apparatus",,Supported
CLEC16A,Q2KHT3,1,"Nucleoplasm, Vesicles",,Approved
CLEC17A,Q6ZS10,1,,,
CLEC18A,A5D8T8,1,,,
CLEC18B,Q6UXF7,1,,,
CLEC18C,Q8NCF0,1,,,
CLEC19A,Q6UXS0,1,,,
CLEC1A,Q8NC01,1,,,
CLEC1B,Q9P126,1,,,
CLEC20A,Q6ZU45,1,,,
CLEC2A,Q6UVW9,1,Plasma membrane,,Uncertain
CLEC2B,Q92478,1,,,
CLEC2D,Q9UHP7,1,Golgi apparatus,,Uncertain
CLEC2L,P0C7M8,1,,,
CLEC3A,O75596,1,,,
CLEC3B,P05452,1,,,
CLEC4A,Q9UMR7,1,,,
CLEC4C,Q8WTT0,1,,,
CLEC4D,Q8WXI8,1,,,
CLEC4E,Q9ULY5,1,,,
CLEC4F,Q8N1N0,1,Plasma membrane,Cytosol,Approved
CLEC4G,Q6UXB4,1,,,
CLEC4M,Q9H2X3,1,,,
CLEC5A,Q9NY25,1,"Plasma membrane, Cytosol",,Supported
CLEC6A,Q6EIG7,1,,,
CLEC7A,Q9BXN2,1,,,
CLEC9A,Q6UXN8,1,,,
CLECL1,Q8IZS7,1,"Plasma membrane, Centriolar satellite",,Supported
CLGN,O14967,1,Endoplasmic reticulum,,Supported
CLHC1,Q8NHS4,1,"Nucleoli fibrillar center, Centrosome",,Approved
CLIC1,O00299,1,Cytosol,,Supported
CLIC2,O15247,1,"Plasma membrane, Cytosol",Nucleoplasm,Supported
CLIC3,O95833,1,Nuclear bodies,,Supported
CLIC4,Q9Y696,1,"Plasma membrane, Centrosome",,Supported
CLIC5,Q9NZA1,1,Plasma membrane,Nuclear speckles,Supported
CLIC6,Q96NY7,1,,,
CLINT1,Q14677,1,Vesicles,Nucleoplasm,Supported
CLIP1,P30622,1,"Microtubule ends, Cytosol",,Supported
CLIP2,Q9UDT6,1,,,
CLIP3,Q96DZ5,1,,,
CLIP4,Q8N3C7,1,Vesicles,,Approved
CLK1,P49759,1,"Nucleoplasm, Nuclear membrane",,Supported
CLK2,P49760,1,Nucleoplasm,Nuclear bodies,Enhanced
CLK3,P49761,1,Nucleoplasm,Intermediate filaments,Supported
CLK4,Q9HAZ1,1,Actin filaments,,Approved
CLMN,Q96JQ2,1,Nuclear bodies,Cytosol,Approved
CLMP,Q9H6B4,1,,,
CLN3,Q13286,1,,,
CLN5,O75503,1,,,
CLN6,Q9NWW5,1,Endoplasmic reticulum,"Nucleoli, Vesicles",Approved
CLN8,Q9UBY8,1,,,
CLNK,Q7Z7G1,1,Vesicles,,Uncertain
CLNS1A,P54105,1,Cytosol,"Nucleoplasm, Microtubules",Supported
CLOCK,O15516,1,Nucleoplasm,Vesicles,Supported
CLP1,Q92989,1,Nucleoplasm,Cytosol,Supported
CLPB,Q9H078,1,,,
CLPP,Q16740,1,Mitochondria,,Supported
CLPS,P04118,1,,,
CLPSL1,A2RUU4,1,,,
CLPSL2,Q6UWE3,1,Vesicles,,Approved
CLPTM1,O96005,1,Endoplasmic reticulum,,Approved
CLPTM1L,Q96KA5,1,Endoplasmic reticulum,,Approved
CLPX,O76031,1,Mitochondria,"Nucleoplasm, Cytosol",Supported
CLRN1,P58418,1,,,
CLRN2,A0PK11,1,,,
CLRN3,Q8NCR9,1,,,
CLSPN,Q9HAW4,1,"Nucleoplasm, Golgi apparatus",,Enhanced
CLSTN1,O94985,1,,,
CLSTN2,Q9H4D0,1,Vesicles,Cytokinetic bridge,Uncertain
CLSTN3,Q9BQT9,1,,,
CLTA,P09496,1,"Vesicles, Endosomes, Lysosomes",,Supported
CLTB,P09497,1,Vesicles,"Plasma membrane, Cytosol",Supported
CLTC,Q00610,1,"Endosomes, Lysosomes","Mitotic spindle, Cytosol",Supported
CLTCL1,P53675,1,Vesicles,,Approved
CLTRN,Q9HBJ8,1,"Endoplasmic reticulum, Vesicles",,Approved
CLU,P10909,1,Cytosol,,Supported
CLUAP1,Q96AJ1,1,Nucleoplasm,Vesicles,Supported
CLUH,O75153,1,Vesicles,Nucleoli fibrillar center,Approved
CLUL1,Q15846,1,Endoplasmic reticulum,Plasma membrane,Approved
CLVS1,Q8IUQ0,1,,,
CLVS2,Q5SYC1,1,,,
CLYBL,Q8N0X4,1,,,
CMA1,P23946,1,Cytoplasmic bodies,Cytosol,Supported
CMAS,Q8NFW8,1,Cytosol,Nucleoli,Uncertain
CMBL,Q96DG6,1,,,
CMC1,Q7Z7K0,1,,,
CMC2,Q9NRP2,1,Mitochondria,,Supported
CMC4,P56277,1,Mitochondria,,Supported
CMIP,Q8IY22,1,"Nucleoplasm, Cytosol",,Supported
CMKLR1,Q99788,1,,,
CMPK1,P30085,1,Nucleoplasm,,Supported
CMPK2,Q5EBM0,1,Mitochondria,Nucleoplasm,Supported
CMSS1,Q9BQ75,1,Nucleoli,"Nucleoplasm, Nuclear membrane, Mitochondria",Approved
CMTM1,Q8IZ96,1,Nucleoplasm,,Approved
CMTM2,Q8TAZ6,1,,,
CMTM3,Q96MX0,1,Nucleoplasm,,Approved
CMTM4,Q8IZR5,1,"Golgi apparatus, Vesicles, Plasma membrane",,Approved
CMTM5,Q96DZ9,1,"Golgi apparatus, Vesicles",,Approved
CMTM6,Q9NX76,1,Vesicles,,Approved
CMTM7,Q96FZ5,1,Plasma membrane,,Approved
CMTM8,Q8IZV2,1,Nucleoplasm,,Approved
CMTR1,Q8N1G2,1,Nucleoplasm,Vesicles,Enhanced
CMTR2,Q8IYT2,1,Cell Junctions,Nuclear speckles,Approved
CMYA5,Q8N3K9,1,"Nuclear speckles, Cytosol","Vesicles, Plasma membrane",Approved
CNBD1,Q8NA66,1,,,
CNBD2,Q96M20,1,,,
CNBP,P62633,1,Nucleoplasm,Cytosol,Approved
CNDP1,Q96KN2,1,,,
CNDP2,Q96KP4,1,"Nucleoplasm, Cytosol",,Enhanced
CNEP1R1,Q8N9A8,1,Cytosol,,Supported
CNFN,Q9BYD5,1,Microtubules,Cytokinetic bridge,Approved
CNGA1,P29973,1,"Nucleoplasm, Vesicles",Plasma membrane,Uncertain
CNGA2,Q16280,1,,,
CNGA3,Q16281,1,,,
CNGA4,Q8IV77,1,"Nucleoplasm, Plasma membrane",,Approved
CNGB1,Q14028,1,Cytosol,Plasma membrane,Approved
CNGB3,Q9NQW8,1,,,
CNIH1,O95406,1,Vesicles,,Uncertain
CNIH2,Q6PI25,1,,,
CNIH3,Q8TBE1,1,,,
CNIH4,Q9P003,1,,,
CNKSR1,Q969H4,1,Cytosol,,Approved
CNKSR2,Q8WXI2,1,"Golgi apparatus, Plasma membrane",,Approved
CNKSR3,Q6P9H4,1,Cytosol,Mitochondria,Supported
CNMD,O75829,1,,,
CNN1,P51911,1,Actin filaments,,Approved
CNN2,Q99439,1,Cytosol,"Nucleoplasm, Actin filaments",Approved
CNN3,Q15417,1,Actin filaments,Cytosol,Enhanced
CNNM1,Q9NRU3,1,"Plasma membrane, Cytosol",,Approved
CNNM2,Q9H8M5,1,Vesicles,,Enhanced
CNNM3,Q8NE01,1,Cytosol,,Approved
CNNM4,Q6P4Q7,1,Actin filaments,Plasma membrane,Uncertain
CNOT1,A5YKK6,1,Cytosol,,Uncertain
CNOT10,Q9H9A5,1,"Nucleoplasm, Centrosome",Cytosol,Approved
CNOT11,Q9UKZ1,1,Nucleoplasm,,Approved
CNOT2,Q9NZN8,1,Nucleoplasm,Cytosol,Approved
CNOT3,O75175,1,Cytosol,,Approved
CNOT4,O95628,1,,,
CNOT6,Q9ULM6,1,Cytosol,,Approved
CNOT6L,Q96LI5,1,Cytosol,,Supported
CNOT7,Q9UIV1,1,Nuclear bodies,,Supported
CNOT8,Q9UFF9,1,,,
CNOT9,Q92600,1,Cytoplasmic bodies,,Approved
CNP,P09543,1,Plasma membrane,,Supported
CNPPD1,Q9BV87,1,,,
CNPY1,Q3B7I2,1,,,
CNPY2,Q9Y2B0,1,Cytosol,,Supported
CNPY3,Q9BT09,1,,,
CNPY4,Q8N129,1,Vesicles,,Approved
CNR1,P21554,1,Plasma membrane,Actin filaments,Supported
CNR2,P34972,1,,,
CNRIP1,Q96F85,1,Cytosol,,Approved
CNST,Q6PJW8,1,Vesicles,,Supported
CNTD1,Q8N815,1,Nucleoplasm,Vesicles,Approved
CNTF,P26441,1,Vesicles,,Approved
CNTFR,P26992,1,,,
CNTLN,Q9NXG0,1,Centrosome,"Nucleoplasm, Cytosol",Approved
CNTN1,Q12860,1,,,
CNTN2,Q02246,1,,,
CNTN3,Q9P232,1,,,
CNTN4,Q8IWV2,1,,,
CNTN5,O94779,1,,,
CNTN6,Q9UQ52,1,,,
CNTNAP1,P78357,1,Nucleoplasm,,Approved
CNTNAP2,Q9UHC6,1,,,
CNTNAP3,Q9BZ76,1,,,
CNTNAP3B,Q96NU0,1,,,
CNTNAP3C,,0,,,
CNTNAP4,Q9C0A0,1,,,
CNTNAP5,Q8WYK1,1,Nucleoli fibrillar center,"Nucleoplasm, Vesicles",Supported
CNTRL,Q7Z7A1,1,Centrosome,"Centriolar satellite, Cytosol",Supported
CNTROB,Q8N137,1,"Centrosome, Cytosol",,Approved
COA1,Q9GZY4,1,Mitochondria,,Supported
COA3,Q9Y2R0,1,Mitochondria,,Enhanced
COA4,Q9NYJ1,1,"Nucleoplasm, Nucleoli fibrillar center",Mitochondria,Approved
COA5,Q86WW8,1,Mitochondria,,Supported
COA6,Q5JTJ3,1,Mitochondria,Nucleoplasm,Supported
COA7,Q96BR5,1,"Nucleoplasm, Mitochondria",,Approved
COA8,Q96IL0,1,,,
COASY,Q13057,1,,,
COBL,O75128,1,"Plasma membrane, Cell Junctions",,Approved
COBLL1,Q53SF7,1,Cell Junctions,,Approved
COCH,O43405,1,Vesicles,,Supported
COG1,Q8WTW3,1,,,
COG2,Q14746,1,Golgi apparatus,,Approved
COG3,Q96JB2,1,"Golgi apparatus, Plasma membrane","Nucleoplasm, Cytosol",Supported
COG4,,0,Golgi apparatus,Vesicles,Approved
COG5,Q9UP83,1,Golgi apparatus,Nucleoplasm,Enhanced
COG6,Q9Y2V7,1,"Nuclear speckles, Golgi apparatus",,Approved
COG7,P83436,1,Golgi apparatus,,Supported
COG8,Q96MW5,1,Golgi apparatus,,Supported
COIL,P38432,1,"Nucleoplasm, Nuclear bodies","Nucleoli, Nucleoli fibrillar center",Supported
COL10A1,Q03692,1,Endoplasmic reticulum,,Approved
COL11A1,P12107,1,Endoplasmic reticulum,,Supported
COL11A2,P13942,1,,,
COL12A1,Q99715,1,Vesicles,Cytosol,Approved
COL13A1,Q5TAT6,1,,,
COL14A1,Q05707,1,Vesicles,,Approved
COL15A1,P39059,1,Endoplasmic reticulum,,Approved
COL16A1,Q07092,1,Golgi apparatus,Cytosol,Approved
COL17A1,Q9UMD9,1,Plasma membrane,Golgi apparatus,Supported
COL18A1,P39060,1,Golgi apparatus,,Approved
COL19A1,Q14993,1,,,
COL1A1,P02452,1,Endoplasmic reticulum,Vesicles,Approved
COL1A2,P08123,1,Endoplasmic reticulum,,Supported
COL20A1,Q9P218,1,Endoplasmic reticulum,,Uncertain
COL21A1,Q96P44,1,Cytosol,,Supported
COL22A1,Q8NFW1,1,Vesicles,Endoplasmic reticulum,Supported
COL23A1,Q86Y22,1,,,
COL24A1,Q17RW2,1,,,
COL25A1,Q9BXS0,1,"Vesicles, Cytosol",Endoplasmic reticulum,Approved
COL26A1,Q96A83,1,Vesicles,,Approved
COL27A1,Q8IZC6,1,,,
COL28A1,Q2UY09,1,"Nucleoplasm, Cytosol",,Approved
COL2A1,P02458,1,Nucleoplasm,,Approved
COL3A1,P02461,1,Endoplasmic reticulum,,Approved
COL4A1,P02462,1,,,
COL4A2,P08572,1,Vesicles,,Supported
COL4A3,Q01955,1,Vesicles,Endoplasmic reticulum,Approved
COL4A4,P53420,1,,,
COL4A5,P29400,1,Plasma membrane,Vesicles,Approved
COL4A6,Q14031,1,Endoplasmic reticulum,,Approved
COL5A1,P20908,1,Vesicles,,Approved
COL5A2,P05997,1,,,
COL5A3,P25940,1,Plasma membrane,,Approved
COL6A1,P12109,1,Cytosol,,Approved
COL6A2,P12110,1,Cytosol,Plasma membrane,Approved
COL6A3,P12111,1,Endoplasmic reticulum,Vesicles,Approved
COL6A5,,0,,,
COL6A6,A6NMZ7,1,,,
COL7A1,Q02388,1,Endoplasmic reticulum,Vesicles,Approved
COL8A1,P27658,1,Vesicles,,Approved
COL8A2,P25067,1,Golgi apparatus,,Uncertain
COL9A1,P20849,1,,,
COL9A2,Q14055,1,Vesicles,,Approved
COL9A3,Q14050,1,Nucleoplasm,Intermediate filaments,Approved
COLCA2,A8K830,1,,,
COLEC10,Q9Y6Z7,1,,,
COLEC11,Q9BWP8,1,,,
COLEC12,Q5KU26,1,"Golgi apparatus, Vesicles",Cell Junctions,Approved
COLGALT1,Q8NBJ5,1,Vesicles,,Approved
COLGALT2,Q8IYK4,1,Nucleoplasm,Vesicles,Approved
COLQ,Q9Y215,1,Plasma membrane,Cell Junctions,Approved
COMMD1,Q8N668,1,Nucleoplasm,Cytosol,Supported
COMMD10,Q9Y6G5,1,Nucleoplasm,,Supported
COMMD2,Q86X83,1,Vesicles,,Uncertain
COMMD3,Q9UBI1,1,,,
COMMD3-BMI1,,0,Nuclear bodies,"Nucleoplasm, Nucleoli, Cytosol",Approved
COMMD4,Q9H0A8,1,Cytosol,"Vesicles, Plasma membrane",Supported
COMMD5,Q9GZQ3,1,"Nucleoplasm, Cytosol",,Supported
COMMD6,Q7Z4G1,1,,,
COMMD7,Q86VX2,1,Vesicles,,Approved
COMMD8,Q9NX08,1,"Nucleoplasm, Cytosol",,Supported
COMMD9,Q9P000,1,Nucleoplasm,"Golgi apparatus, Cytosol",Supported
COMP,P49747,1,Golgi apparatus,,Approved
COMT,P21964,1,Vesicles,Endoplasmic reticulum,Enhanced
COMTD1,Q86VU5,1,Golgi apparatus,"Plasma membrane, Cytosol",Approved
COP1,Q8NHY2,1,,,
COPA,P53621,1,"Nucleoplasm, Cytosol",Golgi apparatus,Approved
COPB1,P53618,1,"Golgi apparatus, Vesicles, Cytosol",,Enhanced
COPB2,P35606,1,Endoplasmic reticulum,Golgi apparatus,Approved
COPE,O14579,1,Golgi apparatus,,Enhanced
COPG1,Q9Y678,1,Golgi apparatus,"Nucleoplasm, Cytosol",Supported
COPG2,Q9UBF2,1,,,
COPRS,Q9NQ92,1,Nucleoplasm,"Plasma membrane, Cytosol",Supported
COPS2,P61201,1,Vesicles,Cytokinetic bridge,Supported
COPS3,Q9UNS2,1,Nucleoplasm,Cytosol,Supported
COPS4,Q9BT78,1,Nuclear speckles,,Supported
COPS5,Q92905,1,Nucleoplasm,,Enhanced
COPS6,Q7L5N1,1,Nucleoplasm,,Supported
COPS7A,Q9UBW8,1,Nucleoplasm,Cytosol,Supported
COPS7B,Q9H9Q2,1,Nucleoplasm,,Supported
COPS8,Q99627,1,Nucleoplasm,Cytosol,Supported
COPS9,Q8WXC6,1,"Nucleoplasm, Cytosol",,Approved
COPZ1,P61923,1,,,
COPZ2,Q9P299,1,,,
COQ10A,Q96MF6,1,Cytosol,"Endoplasmic reticulum, Golgi apparatus",Approved
COQ10B,Q9H8M1,1,Cytosol,,Approved
COQ2,Q96H96,1,Cytosol,,Approved
COQ3,Q9NZJ6,1,Nucleoplasm,Mitochondria,Approved
COQ4,Q9Y3A0,1,Mitochondria,,Supported
COQ5,Q5HYK3,1,Nucleoli,Mitochondria,Uncertain
COQ6,Q9Y2Z9,1,,,
COQ7,Q99807,1,Plasma membrane,Nucleoplasm,Approved
COQ8A,Q8NI60,1,Mitochondria,,Supported
COQ8B,Q96D53,1,Mitochondria,,Enhanced
COQ9,O75208,1,"Mitochondria, Cytosol",,Approved
CORIN,Q9Y5Q5,1,Plasma membrane,"Nuclear bodies, Actin filaments",Approved
CORO1A,P31146,1,Cytosol,,Approved
CORO1B,Q9BR76,1,"Plasma membrane, Cytosol",,Supported
CORO1C,Q9ULV4,1,,,
CORO2A,Q92828,1,"Plasma membrane, Cytosol",,Approved
CORO2B,Q9UQ03,1,"Plasma membrane, Focal adhesion sites",,Approved
CORO6,Q6QEF8,1,Golgi apparatus,,Approved
CORO7,P57737,1,,,
CORO7-PAM16,,0,"Nucleoplasm, Mitochondria",Microtubules,Approved
CORT,O00230,1,,,
COTL1,Q14019,1,Cytosol,,Supported
COX10,Q12887,1,Mitochondria,"Nucleoli, Cytosol",Supported
COX11,Q9Y6N1,1,,,
COX14,Q96I36,1,Mitochondria,,Supported
COX15,Q7KZN9,1,Mitochondria,Nucleoplasm,Supported
COX16,Q9P0S2,1,Mitochondria,,Supported
COX17,Q14061,1,Mitochondria,,Supported
COX18,Q8N8Q8,1,,,
COX19,Q49B96,1,Cytosol,,Supported
COX20,Q5RI15,1,Mitochondria,,Enhanced
COX4I1,P13073,1,Mitochondria,,Supported
COX4I2,Q96KJ9,1,,,
COX5A,P20674,1,,,
COX5B,P10606,1,Mitochondria,,Enhanced
COX6A1,P12074,1,Mitochondria,,Supported
COX6A2,Q02221,1,,,
COX6B1,P14854,1,Mitochondria,,Supported
COX6B2,Q6YFQ2,1,"Nucleoplasm, Plasma membrane, Cytosol",,Approved
COX6C,P09669,1,Mitochondria,,Enhanced
COX7A1,P24310,1,,,
COX7A2,,0,,,
COX7A2L,O14548,1,Mitochondria,Nucleoli,Enhanced
COX7B,P24311,1,,,
COX7B2,Q8TF08,1,,,
COX7C,P15954,1,,,
COX8A,P10176,1,,,
COX8C,Q7Z4L0,1,,,
CP,P00450,1,,,
CPA1,P15085,1,,,
CPA2,P48052,1,Golgi apparatus,,Approved
CPA3,P15088,1,Golgi apparatus,Nucleoplasm,Approved
CPA4,Q9UI42,1,Nucleoplasm,"Centrosome, Cytosol",Approved
CPA5,Q8WXQ8,1,Nucleoplasm,,Approved
CPA6,Q8N4T0,1,,,
CPAMD8,Q8IZJ3,1,Focal adhesion sites,,Uncertain
CPB1,P15086,1,,,
CPB2,Q96IY4,1,,,
CPD,O75976,1,Cytosol,,Approved
CPE,P16870,1,"Vesicles, Centrosome",,Approved
CPEB1,Q9BZB8,1,"Nucleoplasm, Cytosol",,Supported
CPEB2,Q7Z5Q1,1,Cytosol,,Approved
CPEB3,Q8NE35,1,Cytosol,"Nucleoplasm, Plasma membrane, Midbody",Approved
CPEB4,Q17RY0,1,"Nucleoplasm, Golgi apparatus",Vesicles,Approved
CPED1,A4D0V7,1,Nucleoplasm,,Approved
CPHXL,A0A1W2PPM1,1,,,
CPLANE1,Q9H799,1,Cytosol,,Approved
CPLANE2,Q9BU20,1,Nucleoplasm,,Approved
CPLX1,O14810,1,Vesicles,,Uncertain
CPLX2,Q6PUV4,1,Vesicles,,Uncertain
CPLX3,Q8WVH0,1,,,
CPLX4,Q7Z7G2,1,,,
CPM,P14384,1,Vesicles,,Uncertain
CPN1,P15169,1,,,
CPN2,P22792,1,,,
CPNE1,Q99829,1,"Nucleoplasm, Nuclear membrane",,Supported
CPNE2,Q96FN4,1,"Nucleoplasm, Mitochondria, Cytosol",,Approved
CPNE3,O75131,1,"Nucleoplasm, Cytosol",,Supported
CPNE4,Q96A23,1,"Nucleoplasm, Cytosol",,Approved
CPNE5,Q9HCH3,1,Cytosol,,Approved
CPNE6,O95741,1,Golgi apparatus,Vesicles,Approved
CPNE7,Q9UBL6,1,,,
CPNE8,Q86YQ8,1,,,
CPNE9,Q8IYJ1,1,Cytosol,Plasma membrane,Approved
CPO,Q8IVL8,1,,,
CPOX,P36551,1,Mitochondria,,Supported
CPPED1,Q9BRF8,1,Cytosol,Plasma membrane,Supported
CPQ,Q9Y646,1,"Golgi apparatus, Vesicles",,Supported
CPS1,P31327,1,"Nucleoli, Nucleoli rim",,Supported
CPSF1,Q10570,1,Nucleoplasm,,Enhanced
CPSF2,Q9P2I0,1,Nucleoplasm,Vesicles,Approved
CPSF3,Q9UKF6,1,,,
CPSF4,O95639,1,Nucleoplasm,Vesicles,Supported
CPSF4L,A6NMK7,1,,,
CPSF6,Q16630,1,"Nucleoplasm, Nuclear speckles",,Enhanced
CPSF7,Q8N684,1,Nucleoplasm,Cytosol,Supported
CPT1A,P50416,1,Mitochondria,,Supported
CPT1B,Q92523,1,,,
CPT1C,Q8TCG5,1,Centrosome,,Approved
CPT2,P23786,1,"Nucleoplasm, Mitochondria",Nucleoli,Approved
CPTP,Q5TA50,1,Cytosol,,Approved
CPVL,Q9H3G5,1,Endoplasmic reticulum,,Approved
CPXCR1,Q8N123,1,,,
CPXM1,Q96SM3,1,,,
CPXM2,Q8N436,1,,,
CPZ,Q66K79,1,Plasma membrane,,Approved
CR1,P17927,1,,,
CR1L,Q2VPA4,1,,,
CR2,P20023,1,,,
CR589904.2,,0,,,
CRABP1,P29762,1,,,
CRABP2,P29373,1,"Nucleoplasm, Cytosol",,Supported
CRACD,Q6ZU35,1,Nucleoplasm,Golgi apparatus,Approved
CRACDL,Q6NV74,1,"Microtubules, Centrosome",Cytokinetic bridge,Approved
CRACR2A,Q9BSW2,1,,,
CRACR2B,Q8N4Y2,1,,,
CRADD,P78560,1,Cytosol,Nucleoplasm,Approved
CRAMP1,Q96RY5,1,Nucleoplasm,"Nucleoli, Cytosol",Approved
CRAT,P43155,1,"Golgi apparatus, Cytosol",,Approved
CRB1,P82279,1,Vesicles,,Uncertain
CRB2,Q5IJ48,1,,,
CRB3,Q9BUF7,1,Cell Junctions,,Supported
CRBN,Q96SW2,1,,,
CRCP,O75575,1,Nucleoplasm,Plasma membrane,Approved
CRCT1,Q9UGL9,1,,,
CREB1,P16220,1,Nucleoplasm,,Enhanced
CREB3,O43889,1,Cytosol,,Supported
